original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
1,31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,1,0
1,31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
1,31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,1,0
10,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,2180,0,56,United-States,1,0
10,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,2180,0,56,United-States,1,0
10,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,2180,0,56,United-States,1,0
11,38,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,61,United-States,0,1
11,38,Private,Bachelors,13,Divorced,Sales,Not-in-family,Other,Male,0,0,61,United-States,0,1
22,54,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
25,32,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,40,United-States,1,0
25,32,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,40,United-States,1,0
25,32,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,0
30,71,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,2006,34,United-States,1,0
51,57,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Haiti,0,1
52,48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1904,18,United-States,1,0
54,39,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0,1
54,39,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,1
73,39,Local-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,4068,0,40,United-States,1,0
73,39,Local-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Other,Female,4068,0,40,United-States,1,0
73,39,Local-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4068,0,40,United-States,1,0
80,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,1,0
80,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,0,0,40,United-States,1,0
80,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,1,0
92,34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,3493,0,57,United-States,1,0
92,34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,3493,0,57,United-States,1,0
94,54,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,0
108,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
110,32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4306,0,61,United-States,0,1
115,39,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,1,0
115,39,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,45,United-States,1,0
115,39,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,45,United-States,1,0
132,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,4416,0,58,United-States,1,0
132,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,4416,0,58,United-States,1,0
134,65,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,3179,0,40,United-States,0,1
141,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,0,1
141,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1
145,47,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,3273,0,49,United-States,1,0
145,47,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,3273,0,49,United-States,1,0
158,46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,40,United-States,1,0
163,47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,35,United-States,1,0
176,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,0,0,62,United-States,0,1
180,36,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,United-States,1,0
187,58,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,0,1
187,58,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1
188,38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,1,0
188,38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,Black,Female,0,0,40,United-States,1,0
188,38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,1,0
197,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
197,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,40,United-States,1,0
197,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,0
198,44,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,2111,40,United-States,1,0
198,44,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,Other,Female,0,2111,40,United-States,1,0
198,44,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0,2111,40,United-States,1,0
207,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,1
225,34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,40,United-States,1,0
225,34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,0
228,41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,0,1
245,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,4172,0,57,United-States,0,1
