original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
6,57,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,2125,40,United-States,1,0
6,57,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,0,2125,40,United-States,1,0
17,39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,5825,0,40,United-States,1,0
17,39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,5825,0,40,United-States,1,0
17,39,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Other,Male,5825,0,40,United-States,1,0
21,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,40,United-States,1,0
21,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
21,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,United-States,1,0
28,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,58,United-States,1,0
29,23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
29,23,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
39,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,4615,0,58,United-States,0,1
43,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,45,United-States,1,0
46,25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,72,United-States,1,0
48,52,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7262,0,59,United-States,0,1
52,48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1904,18,United-States,1,0
52,48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,1904,18,United-States,1,0
56,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,4870,0,59,United-States,1,0
56,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Female,4870,0,59,United-States,1,0
65,66,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,4218,0,59,United-States,1,0
65,66,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,4218,0,59,United-States,1,0
74,41,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,5938,0,40,United-States,1,0
