original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
9,50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,59,United-States,1,0
9,50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,59,United-States,1,0
17,30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
17,30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
17,30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,0
73,43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,45,United-States,1,0
73,43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,45,United-States,1,0
80,39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Female,4888,0,40,United-States,1,0
104,43,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,3337,0,40,United-States,1,0
150,57,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Female,6121,0,50,United-States,1,0
150,57,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,6121,0,50,United-States,1,0
151,35,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,3517,0,40,United-States,1,0
160,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,2992,0,45,United-States,1,0
160,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,2992,0,45,United-States,1,0
171,56,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,2248,57,United-States,1,0
171,56,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,2248,57,United-States,1,0
171,56,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,2248,57,United-States,1,0
199,24,Private,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3730,0,40,United-States,0,1
215,26,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,4857,0,45,United-States,1,0
216,61,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Female,16181,0,40,United-States,1,0
216,61,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,16181,0,40,United-States,1,0
222,42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Other,Female,5354,0,40,United-States,1,0
224,32,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,2499,0,40,United-States,1,0
230,30,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,6382,0,40,United-States,1,0
231,30,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Black,Female,5461,0,51,United-States,1,0
272,52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,11077,0,54,United-States,1,0
272,52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,11077,0,54,United-States,1,0
288,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Other,Female,0,0,55,United-States,1,0
290,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,0,0,40,United-States,1,0
336,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,14437,0,58,United-States,1,0
336,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,14437,0,58,United-States,1,0
336,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,14437,0,58,United-States,1,0
342,58,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,9604,0,56,United-States,1,0
345,36,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,0,0,40,United-States,1,0
353,32,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Female,0,0,40,United-States,1,0
363,58,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,2102,50,United-States,1,0
363,58,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Other,Female,0,2102,50,United-States,1,0
365,47,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,2215,45,United-States,0,1
365,47,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,Other,Male,0,2215,45,United-States,0,1
400,43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,10204,0,59,United-States,1,0
400,43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,10204,0,59,United-States,1,0
407,40,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,6722,0,40,United-States,1,0
463,54,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,White,Female,18394,0,58,United-States,1,0
463,54,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,Black,Female,18394,0,58,United-States,1,0
463,54,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,18394,0,58,United-States,1,0
465,57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
465,57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
466,52,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1877,40,United-States,1,0
466,52,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Other,Female,0,1877,40,United-States,1,0
528,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,10133,0,59,United-States,1,0
528,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,10133,0,59,United-States,1,0
535,31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,5285,0,45,United-States,1,0
535,31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,5285,0,45,United-States,1,0
537,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,20,United-States,1,0
537,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,20,United-States,1,0
537,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,20,United-States,1,0
585,59,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
590,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,5347,0,55,United-States,1,0
590,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,5347,0,55,United-States,1,0
590,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5347,0,55,United-States,1,0
591,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,4174,0,40,United-States,1,0
591,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Other,Female,4174,0,40,United-States,1,0
595,56,Self-emp-not-inc,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1945,8,United-States,1,0
595,56,Self-emp-not-inc,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,1945,8,United-States,1,0
601,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,1,0
601,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Other,Female,0,0,40,United-States,1,0
608,36,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,5188,0,45,United-States,1,0
608,36,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,5188,0,45,United-States,1,0
646,53,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,10892,0,40,United-States,1,0
646,53,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Female,10892,0,40,United-States,1,0
646,53,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,10892,0,40,United-States,1,0
