original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
9,33,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,5676,0,40,United-States,1,0
9,33,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,5676,0,40,United-States,1,0
13,32,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,59,United-States,0,1
21,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,United-States,0,1
31,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
31,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
35,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,5531,0,57,United-States,1,0
39,34,Private,Masters,14,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,2221,40,United-States,1,0
39,34,Private,Masters,14,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,0,2221,40,United-States,1,0
41,56,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,3443,0,40,United-States,1,0
41,56,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,3443,0,40,United-States,1,0
41,56,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,3443,0,40,United-States,1,0
42,66,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,2501,0,40,United-States,1,0
42,66,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,2501,0,40,United-States,1,0
43,51,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,2514,0,40,United-States,1,0
56,23,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,3649,0,40,United-States,1,0
56,23,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,3649,0,40,United-States,1,0
59,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,44,United-States,1,0
59,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,44,United-States,1,0
63,58,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4907,0,40,United-States,0,1
68,46,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States,0,1
83,39,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,51,United-States,0,1
83,39,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,51,United-States,0,1
83,39,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Male,0,0,51,United-States,0,1
86,47,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,59,United-States,1,0
86,47,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Female,0,0,59,United-States,1,0
86,47,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,59,United-States,1,0
89,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,57,United-States,1,0
89,24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,57,United-States,1,0
90,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,57,United-States,1,0
93,36,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,57,United-States,1,0
93,36,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,57,United-States,1,0
93,36,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,57,United-States,1,0
94,37,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,1,0
94,37,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
100,50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,43,United-States,1,0
100,50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,43,United-States,1,0
103,28,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,45,United-States,1,0
132,52,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,7914,0,49,United-States,1,0
132,52,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,Other,Female,7914,0,49,United-States,1,0
132,52,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,Other,Male,7914,0,49,United-States,1,0
