original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
23,26,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Female,4735,0,40,United-States,1,0
23,26,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,4735,0,40,United-States,1,0
34,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,60,United-States,1,0
34,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,60,United-States,1,0
36,42,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,0
42,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,56,United-States,1,0
42,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,56,United-States,1,0
43,34,Private,Prof-school,15,Divorced,Prof-specialty,Own-child,White,Female,0,2074,40,United-States,1,0
43,34,Private,Prof-school,15,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,2074,40,United-States,1,0
43,34,Private,Prof-school,15,Divorced,Prof-specialty,Own-child,Black,Male,0,2074,40,United-States,1,0
48,26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,45,United-States,1,0
48,26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,45,United-States,1,0
63,37,Private,10th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,3636,0,40,United-States,1,0
63,37,Private,10th,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,3636,0,40,United-States,1,0
70,66,Self-emp-not-inc,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,10118,0,40,United-States,1,0
70,66,Self-emp-not-inc,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,10118,0,40,United-States,1,0
72,25,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,4199,0,40,United-States,1,0
72,25,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,4199,0,40,United-States,1,0
72,25,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Other,Male,4199,0,40,United-States,1,0
89,51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,16,United-States,1,0
89,51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,16,United-States,1,0
91,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,59,United-States,1,0
91,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,59,United-States,1,0
113,66,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,54,United-States,1,0
113,66,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,0,54,United-States,1,0
120,50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,3614,0,40,United-States,1,0
120,50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,3614,0,40,United-States,1,0
127,28,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Female,3890,0,40,United-States,1,0
127,28,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Other,Female,3890,0,40,United-States,1,0
131,51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2015,40,United-States,0,1
131,51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,2015,40,United-States,0,1
131,51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,2015,40,United-States,0,1
