original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
9,50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,59,United-States,1,0
9,50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,59,United-States,1,0
16,28,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
16,28,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
16,28,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1,0
24,61,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,2743,0,40,United-States,0,1
24,61,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2743,0,40,United-States,0,1
26,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,59,United-States,0,1
26,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Other,Female,0,0,59,United-States,0,1
28,39,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,36,United-States,1,0
28,39,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0,0,36,United-States,1,0
31,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,3378,0,45,United-States,0,1
31,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,3378,0,45,United-States,0,1
32,50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,2345,0,40,United-States,1,0
32,50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2345,0,40,United-States,1,0
34,53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,60,United-States,1,0
35,38,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,59,United-States,1,0
35,38,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,59,United-States,1,0
35,38,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,59,United-States,1,0
36,42,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,1
36,42,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,1
37,45,Private,Masters,14,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0,1
39,26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,4588,0,40,United-States,0,1
42,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,56,United-States,0,1
42,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56,United-States,0,1
48,26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,0,1
58,35,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,1847,58,United-States,1,0
58,35,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Female,0,1847,58,United-States,1,0
81,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,59,United-States,0,1
81,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,59,United-States,0,1
85,39,Private,Bachelors,14,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,0,0,40,Haiti,1,0
85,39,Private,Bachelors,14,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,Haiti,1,0
88,37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,3685,0,68,United-States,1,0
88,37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Female,3685,0,68,United-States,1,0
91,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,59,United-States,1,0
91,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,59,United-States,1,0
91,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,59,United-States,1,0
92,28,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,61,United-States,1,0
