original_index,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,original_prediction,alternative_prediction
21,34,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Female,0,0,40,United-States,1,0
26,50,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Other,Female,6577,0,40,United-States,1,0
36,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,49,United-States,1,0
36,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Female,0,0,49,United-States,1,0
36,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,49,United-States,1,0
132,35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,4416,0,58,United-States,1,0
141,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1
154,33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,10337,0,57,United-States,1,0
154,33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,10337,0,57,United-States,1,0
163,47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,35,United-States,1,0
180,36,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0
194,40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Female,6114,0,40,United-States,1,0
194,40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Black,Female,6114,0,40,United-States,1,0
194,40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,6114,0,40,United-States,1,0
196,30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,58,United-States,1,0
198,44,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,2111,40,United-States,1,0
198,44,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Own-child,Other,Female,0,2111,40,United-States,1,0
204,42,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Other,Female,4421,0,46,United-States,1,0
261,41,Private,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,Other,Female,3342,0,40,United-States,1,0
270,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,6949,0,40,United-States,1,0
290,32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,3881,0,40,United-States,1,0
290,32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Female,3881,0,40,United-States,1,0
290,32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,3881,0,40,United-States,1,0
306,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,41,United-States,0,1
306,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,41,United-States,0,1
327,34,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,0,0,61,United-States,1,0
362,20,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,6877,0,40,United-States,1,0
375,38,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,1,0
375,38,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,40,United-States,1,0
378,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,56,United-States,1,0
378,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,56,United-States,1,0
399,34,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,50,United-States,1,0
399,34,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,0,0,50,United-States,1,0
406,38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Female,4932,0,40,United-States,1,0
427,41,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Other,Female,4518,0,45,United-States,1,0
428,59,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,10096,0,50,United-States,1,0
449,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,4411,0,40,United-States,1,0
449,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,4411,0,40,United-States,1,0
449,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,4411,0,40,United-States,1,0
451,33,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,3582,0,40,United-States,1,0
451,33,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Female,3582,0,40,United-States,1,0
458,43,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,2117,45,United-States,1,0
458,43,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,2117,45,United-States,1,0
458,43,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Other,Male,0,2117,45,United-States,1,0
468,46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,5960,0,44,United-States,1,0
468,46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,5960,0,44,United-States,1,0
468,46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5960,0,44,United-States,1,0
