age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
32,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
74,Self-emp-not-inc,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40779,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,11620,0,60,United-States
35,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,61,United-States
19,Private,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States
44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
24,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,12175,0,40,United-States
25,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Female,0,0,40,United-States
56,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,11417,0,40,United-States
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5582,0,40,United-States
51,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2125,58,United-States
51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,61,United-States
35,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,56,United-States
38,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8992,0,62,United-States
56,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,4236,0,40,United-States
22,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States
45,Self-emp-not-inc,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,8,United-States
29,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,8,United-States
22,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7027,0,58,United-States
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States
29,Private,10th,6,Separated,Machine-op-inspct,Not-in-family,White,Female,0,2613,40,United-States
41,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7818,0,40,United-States
45,State-gov,Bachelors,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,35,Haiti
43,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,Black,Female,6738,0,40,United-States
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,30561,0,50,United-States
32,Private,Bachelors,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,5080,0,40,United-States
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,8469,0,53,United-States
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4937,0,40,United-States
52,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1953,40,United-States
58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2181,40,United-States
35,Private,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2006,40,United-States
48,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,3019,0,40,United-States
45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2694,0,40,United-States
49,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,2351,0,40,United-States
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4343,0,58,United-States
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13059,0,56,United-States
21,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,6581,0,40,United-States
37,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,49706,0,57,United-States
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8373,0,40,United-States
27,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,40,United-States
29,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7024,0,40,United-States
34,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States
24,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2776,0,56,United-States
63,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6433,0,40,United-States
80,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,10180,0,40,United-States
30,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4019,0,40,United-States
35,Private,Bachelors,6,Married-civ-spouse,Craft-repair,Husband,White,Male,6680,0,40,United-States
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6129,0,45,United-States
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7850,0,40,United-States
45,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6947,0,30,United-States
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6348,0,58,United-States
58,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,3311,0,40,United-States
33,Private,Bachelors,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,6109,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2077,56,United-States
21,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States
35,Private,Prof-school,15,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,40,India
39,Private,Prof-school,15,Never-married,Exec-managerial,Own-child,White,Female,0,0,36,United-States
20,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,59,United-States
20,Private,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
55,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1983,31,United-States
40,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Black,Female,5298,0,40,United-States
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,12,United-States
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,United-States
51,Self-emp-not-inc,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,2086,40,United-States
36,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,56,United-States
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1859,62,United-States
33,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,58,United-States
47,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
39,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
19,Private,Some-college,11,Never-married,Other-service,Own-child,White,Female,0,0,17,United-States
33,Private,Bachelors,5,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
55,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
53,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,19,United-States
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,14,United-States
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,57,United-States
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,61,United-States
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
20,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
55,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,United-States
29,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
20,Private,Bachelors,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
21,Private,Bachelors,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
27,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1813,56,United-States
66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
36,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2266,63,United-States
22,Private,Prof-school,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,39,United-States
21,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1997,45,United-States
58,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2032,45,United-States
24,Private,10th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2156,35,United-States
19,Private,10th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States
18,Private,10th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,21,United-States
18,Private,10th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States
19,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,5,United-States
18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States
19,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States
18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,13,United-States
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Haiti
21,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
19,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,19,United-States
21,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
26,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
71,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
18,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
18,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
47,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
18,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,17,United-States
46,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
21,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
31,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
52,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,8536,0,40,United-States
20,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
