age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
20,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States
18,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,22,United-States
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
22,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,59,United-States
31,Private,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States
41,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6174,0,40,United-States
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3297,0,40,United-States
34,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2691,0,45,United-States
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
44,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1954,55,United-States
22,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,0,18,United-States
17,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
21,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,51050,0,44,United-States
58,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,5823,0,40,United-States
28,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
19,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,59,United-States
17,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,19,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5587,0,40,United-States
26,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,4735,0,40,United-States
61,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,2743,0,40,United-States
60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,59,United-States
29,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States
39,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,United-States
20,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
68,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,21139,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3378,0,45,United-States
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2345,0,40,United-States
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
38,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,59,United-States
42,Federal-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
45,Private,Masters,14,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
62,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,8371,0,40,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4588,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3119,0,45,United-States
21,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,64,United-States
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States
34,Private,Prof-school,15,Divorced,Prof-specialty,Own-child,White,Male,0,2074,40,United-States
60,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7431,0,45,United-States
29,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,2230,40,United-States
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,9063,0,40,United-States
57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8583,0,40,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
62,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,58,United-States
18,Private,HS-grad,5,Never-married,Other-service,Own-child,White,Male,0,0,33,United-States
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1894,57,United-States
18,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,58,United-States
23,Private,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Female,0,0,40,United-States
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5694,0,40,United-States
44,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,3000,0,40,United-States
70,Self-emp-not-inc,Bachelors,2,Married-civ-spouse,Craft-repair,Husband,White,Male,3167,0,40,United-States
74,Self-emp-not-inc,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,14,United-States
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1847,58,United-States
26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,58,United-States
25,Private,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Female,0,0,40,United-States
41,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,8313,0,40,United-States
37,Private,10th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3636,0,40,United-States
34,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,3146,0,45,United-States
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States
30,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,61,United-States
28,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
35,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,51,United-States
25,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
66,Self-emp-not-inc,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,10118,0,40,United-States
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,8267,0,40,United-States
25,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4199,0,40,United-States
43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
61,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
34,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,61,United-States
20,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,57,United-States
28,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7302,0,40,United-States
50,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5842,0,48,United-States
39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,4888,0,40,United-States
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
19,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States
33,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States
21,Local-gov,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Black,Female,0,0,15,United-States
39,Private,Bachelors,14,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,Haiti
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5941,0,40,United-States
64,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4702,0,40,United-States
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3685,0,68,United-States
51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States
65,Federal-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States
28,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,61,United-States
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4964,0,45,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5087,0,40,United-States
27,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
53,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States
20,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,58,United-States
29,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,57,United-States
42,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
58,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10075,0,68,United-States
38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5038,0,40,United-States
43,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,3337,0,40,United-States
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,2191,40,United-States
52,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2147,53,United-States
55,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7353,0,61,United-States
39,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,2079,40,United-States
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7604,0,45,United-States
60,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7466,0,40,United-States
36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5121,0,40,United-States
66,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,58,United-States
17,Private,Bachelors,4,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,58,United-States
31,Private,HS-grad,2,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
29,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,4132,0,40,United-States
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6819,0,85,United-States
50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3614,0,40,United-States
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States
33,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States
25,Local-gov,10th,6,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States
21,Private,10th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4968,0,29,United-States
28,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3890,0,40,United-States
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States
22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,54,United-States
51,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,2015,40,United-States
45,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
36,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5067,0,40,United-States
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3568,0,45,United-States
24,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
46,State-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
25,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States
46,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States
52,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,61,United-States
45,Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States
