age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
22,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,59,United-States
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58,United-States
43,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,0,0,62,United-States
48,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,54,United-States
49,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6351,0,40,United-States
33,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3906,0,40,United-States
25,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
20,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,60,United-States
64,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1849,56,United-States
31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
22,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,15,United-States
58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7889,0,45,United-States
32,Private,12th,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,11473,0,40,United-States
49,Private,Bachelors,12,Married-civ-spouse,Sales,Husband,Black,Male,10209,0,40,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,1917,59,United-States
30,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,36,United-States
50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,14037,0,57,United-States
55,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5693,0,40,United-States
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2661,0,40,United-States
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States
49,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1863,59,United-States
40,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
18,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,59,United-States
25,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,5465,0,40,United-States
30,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,3545,0,40,United-States
52,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,11782,0,57,United-States
60,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2027,40,United-States
38,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
67,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,31,United-States
54,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,19199,0,40,United-States
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7362,0,61,United-States
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,62,United-States
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,United-States
25,Private,7th-8th,4,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
33,Private,HS-grad,2,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
19,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,58,United-States
26,Private,Bachelors,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3592,0,40,United-States
52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3840,0,62,United-States
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
27,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States
39,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,58,United-States
23,Private,10th,6,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,8322,0,40,United-States
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
51,Self-emp-not-inc,Some-college,11,Married-civ-spouse,Other-service,Husband,White,Male,3252,0,57,United-States
21,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,57,United-States
20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,58,United-States
46,Private,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Female,0,0,34,United-States
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4121,0,56,United-States
57,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3643,0,40,United-States
66,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3683,0,40,United-States
39,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States
26,Private,Some-college,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States
45,Private,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Female,0,0,59,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15655,0,57,United-States
31,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,6032,0,40,United-States
27,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,3080,0,40,United-States
49,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7695,0,63,United-States
20,Private,Prof-school,15,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
34,Federal-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1928,56,United-States
32,Private,Prof-school,11,Never-married,Tech-support,Own-child,White,Male,0,0,16,United-States
44,Private,Assoc-voc,11,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States
32,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,5168,0,40,United-States
70,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Black,Male,42711,0,40,United-States
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3262,0,40,United-States
24,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,49,United-States
64,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,57,United-States
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4744,0,40,United-States
57,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Black,Male,37658,0,40,United-States
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,9801,0,40,United-States
49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States
22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States
62,Local-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
45,Private,Masters,14,Never-married,Exec-managerial,Other-relative,Black,Female,0,0,40,United-States
39,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7191,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4001,0,40,United-States
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3040,0,40,United-States
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States
25,Private,HS-grad,2,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States
22,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,61,United-States
51,Private,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7153,0,40,United-States
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3648,0,49,United-States
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States
21,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,40,United-States
49,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
40,Local-gov,10th,6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4903,0,40,United-States
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5604,0,50,United-States
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3514,0,59,United-States
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,57,United-States
35,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States
45,Private,Assoc-voc,11,Divorced,Sales,Own-child,Black,Female,0,0,40,United-States
35,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,6838,0,31,United-States
24,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4168,0,61,United-States
36,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3474,0,40,United-States
33,Private,12th,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
21,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
27,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,59,United-States
42,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States
42,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,15125,0,49,United-States
36,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,5216,0,60,United-States
54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4414,0,40,United-States
66,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Sales,Husband,Black,Male,39222,0,40,United-States
50,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
22,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,59,United-States
36,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,63,United-States
50,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
38,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,5258,0,40,United-States
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10088,0,61,United-States
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,4087,0,40,United-States
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
50,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,51,United-States
26,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,58,United-States
21,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,55,United-States
25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,6045,0,50,United-States
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10726,0,59,United-States
70,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12022,0,40,United-States
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
56,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1926,50,United-States
36,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,64,United-States
46,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States
