age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
21,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,19,United-States
44,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,59,United-States
38,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,55,United-States
27,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7721,0,40,United-States
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3668,0,40,United-States
32,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2925,0,40,United-States
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
20,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,56,United-States
56,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,2204,58,United-States
18,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
29,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,18,United-States
57,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,11233,0,40,United-States
58,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4812,0,40,United-States
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
20,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States
19,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,59,United-States
51,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7760,0,40,United-States
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13662,0,40,United-States
69,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,20470,0,62,United-States
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,3154,0,40,United-States
