age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
20,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,57,United-States
26,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,65,United-States
55,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4824,0,57,United-States
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,58,United-States
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,7434,0,40,United-States
48,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2989,0,40,United-States
31,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,4351,0,40,United-States
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
56,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,1932,58,United-States
41,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,0,1856,58,United-States
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
27,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,37,United-States
31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,6229,0,40,United-States
64,Self-emp-not-inc,11th,7,Married-civ-spouse,Sales,Husband,White,Male,6128,0,73,United-States
69,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6861,0,40,United-States
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States
32,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,49,United-States
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,16792,0,57,United-States
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,58,United-States
24,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7560,0,38,United-States
25,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
19,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,4369,0,40,United-States
72,Private,Bachelors,14,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States
47,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1914,59,United-States
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,58,United-States
38,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,58,United-States
30,Private,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,8640,0,40,United-States
53,Self-emp-not-inc,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Black,Male,5909,0,40,United-States
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4209,0,40,United-States
59,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
31,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,Black,Male,0,0,49,United-States
57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,59,United-States
24,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
37,Private,Prof-school,15,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7633,0,40,United-States
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3131,0,40,United-States
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4798,0,40,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
21,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,71,United-States
41,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2211,40,United-States
46,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,2251,40,United-States
40,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Black,Female,8391,0,40,United-States
28,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,9618,0,40,United-States
33,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4839,0,40,United-States
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8793,0,40,United-States
19,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,23,United-States
35,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
26,Private,10th,5,Never-married,Other-service,Own-child,White,Male,0,2098,33,United-States
44,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States
30,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,5852,0,40,United-States
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2413,0,40,United-States
49,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2932,0,40,United-States
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States
64,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
41,Private,10th,6,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,55,United-States
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States
34,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,6240,0,40,United-States
78,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3489,0,40,United-States
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4687,0,40,United-States
40,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,27,United-States
28,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,61,United-States
39,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,63,United-States
33,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,35,United-States
23,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,50,United-States
27,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4653,0,49,United-States
68,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,6796,0,40,United-States
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,8087,0,40,United-States
20,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
59,Private,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,1792,58,United-States
69,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,1986,57,United-States
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,61,United-States
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,26,United-States
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7435,0,40,United-States
40,Private,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,2695,0,40,United-States
65,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5318,0,50,United-States
55,State-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,57,United-States
44,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,57,United-States
19,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,60,United-States
26,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,24,United-States
60,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,Black,Male,19832,0,40,United-States
43,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3891,0,40,United-States
57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5096,0,40,United-States
56,State-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
52,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States
41,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,0,1878,57,United-States
44,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,54,United-States
27,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Female,0,0,19,United-States
28,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,8305,0,40,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2210,0,45,United-States
22,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,5439,0,36,United-States
22,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,14,United-States
32,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
50,Private,Prof-school,15,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
20,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,57,United-States
32,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8535,0,40,United-States
65,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6199,0,70,United-States
49,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,5330,0,40,United-States
52,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28,Private,Prof-school,15,Never-married,Prof-specialty,Unmarried,Black,Male,0,2211,40,United-States
70,Private,Prof-school,15,Divorced,Prof-specialty,Own-child,Black,Male,0,2204,40,United-States
57,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,6724,0,50,United-States
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9837,0,40,United-States
51,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4060,0,35,United-States
47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,9249,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2278,40,United-States
57,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1866,55,United-States
17,Private,HS-grad,5,Never-married,Other-service,Own-child,White,Male,0,0,22,United-States
18,Private,1st-4th,4,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
21,Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,34,United-States
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7525,0,40,United-States
26,Private,1st-4th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7234,0,40,United-States
58,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
19,Private,9th,6,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1856,56,United-States
36,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
22,Private,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
19,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5210,0,40,United-States
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States
34,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,3882,0,40,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,65,United-States
40,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,55,United-States
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,14780,0,52,United-States
27,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,33,United-States
56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,8764,0,40,United-States
26,Private,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,18,United-States
45,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3169,0,44,United-States
27,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Other,Male,0,0,25,United-States
33,Local-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
36,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
22,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States
25,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7795,0,40,United-States
30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2729,0,40,United-States
54,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Sales,Husband,Black,Male,7313,0,40,United-States
33,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
18,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,59,United-States
35,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,58,United-States
44,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,60,United-States
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,59,United-States
48,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7495,0,40,United-States
48,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,11270,0,49,United-States
40,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,4958,0,40,United-States
59,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
62,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1917,58,United-States
44,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
49,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,57,United-States
32,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,60,United-States
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,10686,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3038,0,40,United-States
36,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4145,0,40,United-States
37,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,62,United-States
50,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
23,Private,Prof-school,15,Never-married,Other-service,Own-child,White,Female,0,0,13,United-States
20,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7320,0,50,United-States
48,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,6204,0,40,United-States
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4492,0,40,United-States
24,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2183,40,United-States
26,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,65,United-States
42,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,2190,40,United-States
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,6955,0,38,United-States
36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,10182,0,46,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3813,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7583,0,40,United-States
48,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
38,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,2225,40,Canada
22,Self-emp-not-inc,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
41,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,58,United-States
26,Private,HS-grad,5,Never-married,Other-service,Not-in-family,White,Female,0,0,33,Mexico
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5779,0,40,United-States
54,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2965,0,40,United-States
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
59,Private,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
19,Private,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States
57,Private,10th,6,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States
41,Private,Bachelors,6,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,9648,0,38,United-States
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2909,0,40,United-States
34,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3266,0,40,United-States
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2440,0,15,United-States
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States
28,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,59,United-States
23,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,59,United-States
52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7608,0,40,United-States
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2725,0,40,United-States
28,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,4404,0,40,United-States
58,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
23,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,82,United-States
22,Private,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Female,0,0,34,United-States
25,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,58,United-States
27,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,6983,0,40,United-States
28,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,4,United-States
34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,4463,0,40,United-States
22,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,18,United-States
58,Federal-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2018,50,United-States
46,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,57,United-States
36,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,57,United-States
