age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
29,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States
27,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,3787,0,45,United-States
57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20689,0,58,United-States
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,59,United-States
45,Private,Bachelors,13,Divorced,Protective-serv,Own-child,White,Female,0,0,40,United-States
54,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,0,2093,40,United-States
20,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States
34,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4236,0,55,United-States
36,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2627,0,56,United-States
31,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States
46,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,48443,0,40,United-States
21,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,23,United-States
28,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,2138,40,United-States
41,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States
48,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7115,0,40,United-States
36,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,6251,0,57,United-States
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12450,0,55,United-States
41,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
54,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
32,Private,7th-8th,4,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
42,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
53,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7313,0,40,United-States
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3897,0,56,United-States
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2088,33,United-States
28,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
17,Local-gov,7th-8th,4,Never-married,Other-service,Own-child,Black,Female,0,0,27,United-States
55,Private,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Female,0,0,40,United-States
44,Private,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States
62,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16598,0,60,United-States
50,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,8119,0,40,United-States
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5706,0,61,United-States
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,57,United-States
32,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
64,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1904,40,United-States
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,11701,0,59,United-States
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States
31,Private,9th,6,Married-civ-spouse,Other-service,Wife,White,Female,6804,0,33,United-States
58,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,8134,0,62,United-States
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,29,United-States
49,Private,Bachelors,14,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,Haiti
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1874,24,United-States
43,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,18761,0,60,United-States
42,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4273,0,59,United-States
33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
18,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,18,United-States
53,Private,Bachelors,13,Divorced,Exec-managerial,Other-relative,White,Male,0,0,40,United-States
19,Private,Bachelors,13,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6817,0,61,United-States
