age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
33,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,61,United-States
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States
60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7057,0,61,United-States
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,19725,0,58,United-States
33,Private,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
43,Private,11th,7,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
24,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,6472,0,40,United-States
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
70,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,6411,0,59,United-States
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
65,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
26,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,59,United-States
23,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States
71,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8524,0,63,United-States
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10743,0,58,United-States
55,Self-emp-inc,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5189,0,33,United-States
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States
62,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,35,United-States
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,15,United-States
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8638,0,59,United-States
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2154,61,United-States
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6933,0,55,United-States
65,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2547,0,40,United-States
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,38,Haiti
22,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,18,United-States
