age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
27,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
18,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States
18,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,57,United-States
29,Private,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States
55,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6835,0,40,United-States
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3340,0,40,United-States
29,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3131,0,45,United-States
45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States
44,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1822,56,United-States
20,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,0,23,United-States
22,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28,Private,Some-college,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50246,0,45,United-States
47,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,5672,0,40,United-States
31,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
22,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
56,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,63,United-States
18,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,19,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6867,0,40,United-States
26,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,3894,0,40,United-States
60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,2726,0,40,United-States
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,57,United-States
38,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States
47,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,44,United-States
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
61,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,22225,0,40,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3796,0,45,United-States
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2269,0,40,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States
68,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States
34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,59,United-States
42,Private,Prof-school,15,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
59,Private,Masters,14,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7641,0,40,United-States
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4534,0,40,United-States
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3436,0,45,United-States
19,Private,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,53,United-States
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2049,57,United-States
35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2019,40,United-States
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7815,0,46,United-States
34,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,2311,40,United-States
22,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,8728,0,40,United-States
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8210,0,40,United-States
28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States
71,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
19,Private,9th,6,Never-married,Other-service,Own-child,White,Male,0,0,31,United-States
33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1895,57,United-States
18,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,59,United-States
26,Private,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Female,0,0,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5958,0,40,United-States
62,Private,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,3773,0,40,United-States
66,Self-emp-not-inc,Bachelors,3,Married-civ-spouse,Craft-repair,Husband,White,Male,3646,0,30,United-States
70,Self-emp-not-inc,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,11,United-States
37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1897,60,United-States
