original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
38,A11,37,A32,A42,4016,A61,A75,2,Female,A103,2,A122,27,A143,A152,2,A173,1,A191,A201,0,1
38,A11,37,A32,A42,4016,A61,A75,2,Female,A103,2,A122,21,A143,A152,2,A173,1,A191,A201,0,1
39,A11,46,A34,A43,1010,A61,A75,4,Female,A101,3,A123,41,A143,A152,2,A174,1,A191,A201,0,1
39,A11,46,A34,A43,1010,A61,A75,4,Female,A101,3,A123,20,A143,A152,2,A174,1,A191,A201,0,1
60,A11,15,A32,A43,3744,A61,A75,4,Female,A101,4,A124,29,A143,A153,1,A173,1,A192,A201,0,1
60,A11,15,A32,A43,3744,A61,A75,4,Female,A101,4,A124,19,A143,A153,1,A173,1,A192,A201,0,1
85,A11,43,A32,A41,5397,A65,A74,4,Female,A101,3,A124,20,A142,A152,1,A174,2,A192,A201,0,1
87,A11,32,A34,A41,8474,A61,A75,4,Female,A101,4,A124,30,A143,A152,2,A173,1,A192,A201,0,1
87,A11,32,A34,A41,8474,A61,A75,4,Female,A101,4,A124,23,A143,A152,2,A173,1,A192,A201,0,1
87,A11,32,A34,A41,8474,A61,A75,4,Male,A101,4,A124,19,A143,A152,2,A173,1,A192,A201,0,1
95,A11,13,A34,A40,1836,A61,A73,3,Female,A101,3,A121,50,A143,A151,2,A173,2,A191,A201,0,1
95,A11,13,A34,A40,1836,A61,A73,3,Female,A101,3,A121,25,A143,A151,2,A173,2,A191,A201,0,1
113,A11,26,A34,A42,4405,A61,A75,4,Female,A101,4,A124,45,A143,A153,2,A173,1,A191,A201,0,1
113,A11,26,A34,A42,4405,A61,A75,4,Female,A101,4,A124,20,A143,A153,2,A173,1,A191,A201,0,1
116,A11,9,A34,A40,1445,A65,A75,4,Female,A101,3,A124,68,A143,A151,2,A173,1,A191,A201,0,1
116,A11,9,A34,A40,1445,A65,A75,4,Female,A101,3,A124,21,A143,A151,2,A173,1,A191,A201,0,1
130,A11,12,A32,A40,516,A61,A74,3,Female,A101,4,A124,43,A143,A153,1,A173,2,A191,A201,0,1
130,A11,12,A32,A40,516,A61,A74,3,Female,A101,4,A124,21,A143,A153,1,A173,2,A191,A201,0,1
142,A11,24,A32,A41,8165,A65,A75,4,Female,A101,3,A124,37,A141,A153,2,A173,2,A192,A201,0,1
142,A11,24,A32,A41,8165,A65,A75,4,Female,A101,3,A124,21,A141,A153,2,A173,2,A192,A201,0,1
149,A11,32,A33,A42,3201,A61,A73,1,Female,A101,3,A122,68,A142,A152,2,A173,2,A192,A201,0,1
149,A11,32,A33,A42,3201,A61,A73,1,Female,A101,3,A122,23,A142,A152,2,A173,2,A192,A201,0,1
183,A11,15,A32,A40,5040,A61,A75,2,Female,A101,2,A124,56,A143,A153,1,A174,1,A192,A201,0,1
183,A11,15,A32,A40,5040,A61,A75,2,Female,A101,2,A124,21,A143,A153,1,A174,1,A192,A201,0,1
194,A11,24,A30,A41,2369,A61,A75,2,Female,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,0,1
194,A11,24,A30,A41,2369,A61,A75,2,Female,A101,4,A124,21,A143,A153,2,A173,2,A191,A201,0,1
194,A11,24,A30,A41,2369,A61,A75,2,Male,A101,4,A124,19,A143,A153,2,A173,2,A191,A201,0,1
207,A11,8,A32,A41,573,A65,A75,4,Female,A101,4,A124,21,A141,A152,3,A173,2,A192,A201,0,1
243,A11,43,A34,A41,9065,A61,A75,4,Female,A101,4,A124,48,A143,A153,3,A174,1,A192,A201,0,1
243,A11,43,A34,A41,9065,A61,A75,4,Female,A101,4,A124,22,A143,A153,3,A174,1,A192,A201,0,1
262,A11,37,A34,A41,7342,A61,A75,3,Female,A101,4,A124,60,A143,A152,2,A173,2,A192,A201,0,1
