original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
2,A11,8,A34,A40,1146,A61,A73,3,Female,A101,3,A121,24,A143,A151,2,A173,1,A191,A201,0,1
11,A13,5,A34,A40,854,A65,A75,1,Female,A101,4,A124,48,A141,A153,3,A173,2,A191,A202,0,1
11,A13,5,A34,A40,854,A65,A75,1,Female,A101,4,A124,25,A141,A153,3,A173,2,A191,A202,0,1
11,A13,5,A34,A40,854,A65,A75,1,Male,A101,4,A124,19,A141,A153,3,A173,2,A191,A202,0,1
20,A14,23,A32,A41,6109,A65,A72,4,Female,A101,4,A124,36,A143,A151,1,A174,1,A192,A201,0,1
20,A14,23,A32,A41,6109,A65,A72,4,Female,A101,4,A124,22,A143,A151,1,A174,1,A192,A201,0,1
27,A11,20,A32,A41,9618,A61,A75,4,Male,A101,4,A124,49,A143,A153,1,A174,1,A192,A201,1,0
27,A11,20,A32,A41,9618,A61,A75,4,Male,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,1,0
34,A11,23,A32,A41,6179,A61,A75,4,Male,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,1,0
34,A11,23,A32,A41,6179,A61,A75,4,Male,A101,4,A124,19,A143,A153,1,A174,1,A192,A201,1,0
36,A11,11,A32,A42,1055,A61,A73,4,Male,A101,3,A121,49,A143,A152,1,A173,1,A191,A201,1,0
39,A11,12,A32,A42,1161,A61,A73,4,Female,A101,2,A121,49,A143,A152,1,A173,1,A191,A201,0,1
39,A11,12,A32,A42,1161,A61,A73,4,Female,A101,2,A121,20,A143,A152,1,A173,1,A191,A201,0,1
39,A11,12,A32,A42,1161,A61,A73,4,Male,A101,2,A121,19,A143,A152,1,A173,1,A191,A201,0,1
40,A14,10,A30,A41,716,A61,A73,4,Female,A101,2,A123,19,A141,A152,2,A173,1,A191,A201,0,1
48,A14,18,A32,A43,808,A61,A72,4,Female,A101,3,A123,20,A143,A151,2,A172,1,A192,A201,0,1
67,A11,12,A34,A40,2748,A61,A71,2,Female,A101,4,A124,29,A143,A153,3,A171,2,A191,A201,0,1
