original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
6,A11,14,A32,A43,2182,A61,A73,4,Male,A101,2,A123,70,A143,A152,1,A173,1,A191,A201,1,0
6,A11,14,A32,A43,2182,A61,A73,4,Male,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,1,0
8,A11,26,A32,A41,6914,A61,A75,4,Male,A101,4,A124,26,A143,A153,1,A173,1,A192,A201,1,0
8,A11,26,A32,A41,6914,A61,A75,4,Male,A101,4,A124,22,A143,A153,1,A173,1,A192,A201,1,0
25,A11,25,A32,A40,1411,A63,A73,4,Male,A101,2,A123,41,A143,A152,1,A173,1,A192,A201,1,0
25,A11,25,A32,A40,1411,A63,A73,4,Male,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,1,0
72,A11,49,A34,A43,2550,A61,A75,4,Female,A101,3,A123,41,A143,A152,2,A173,1,A191,A201,0,1
72,A11,49,A34,A43,2550,A61,A75,4,Female,A101,3,A123,22,A143,A152,2,A173,1,A191,A201,0,1
72,A11,49,A34,A43,2550,A61,A75,4,Male,A101,3,A123,20,A143,A152,2,A173,1,A191,A201,0,1
118,A11,44,A34,A42,3304,A61,A72,2,Male,A101,4,A123,35,A143,A152,2,A173,1,A192,A201,1,0
118,A11,44,A34,A42,3304,A61,A72,2,Male,A101,4,A123,20,A143,A152,2,A173,1,A192,A201,1,0
122,A11,25,A32,A41,3567,A61,A75,4,Female,A101,4,A124,74,A143,A153,1,A173,1,A191,A201,0,1
122,A11,25,A32,A41,3567,A61,A75,4,Female,A101,4,A124,25,A143,A153,1,A173,1,A191,A201,0,1
123,A11,14,A32,A43,3205,A61,A73,4,Male,A101,2,A123,20,A143,A152,1,A173,1,A191,A201,1,0
123,A11,14,A32,A43,3205,A61,A73,4,Male,A101,2,A123,59,A143,A152,1,A173,1,A191,A201,1,0
