original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
9,A11,12,A32,A43,2598,A61,A73,2,Female,A101,4,A121,20,A143,A151,1,A173,1,A191,A201,0,1
14,A12,26,A32,A40,866,A65,A75,4,Female,A101,2,A122,62,A143,A152,1,A173,1,A191,A201,0,1
22,A14,37,A33,A43,6600,A61,A74,4,Female,A101,2,A123,40,A143,A152,2,A174,1,A192,A201,1,0
22,A14,37,A33,A43,6600,A61,A74,4,Male,A101,2,A123,46,A143,A152,2,A174,1,A192,A201,1,0
35,A11,26,A32,A42,3023,A65,A74,4,Female,A101,3,A123,58,A141,A152,1,A173,1,A191,A201,0,1
35,A11,26,A32,A42,3023,A65,A74,4,Male,A101,3,A123,19,A141,A152,1,A173,1,A191,A201,0,1
48,A11,24,A32,A41,3027,A63,A75,3,Male,A101,4,A123,19,A143,A151,1,A173,1,A191,A201,0,1
51,A11,16,A32,A44,1167,A65,A74,4,Male,A101,3,A122,57,A143,A152,1,A173,1,A191,A201,1,0
52,A11,22,A32,A43,1931,A61,A72,4,Female,A101,3,A121,41,A143,A152,1,A173,1,A191,A201,0,1
52,A11,22,A32,A43,1931,A61,A72,4,Female,A101,3,A121,25,A143,A152,1,A173,1,A191,A201,0,1
52,A11,22,A32,A43,1931,A61,A72,4,Male,A101,3,A121,22,A143,A152,1,A173,1,A191,A201,0,1
60,A11,15,A32,A43,3744,A61,A75,4,Female,A101,4,A124,29,A143,A153,1,A173,1,A192,A201,1,0
85,A11,43,A32,A41,5397,A65,A74,4,Female,A101,3,A124,66,A142,A152,1,A174,2,A192,A201,0,1
108,A11,24,A32,A42,3228,A61,A75,4,Female,A101,4,A124,72,A143,A153,1,A174,1,A192,A201,1,0
113,A11,26,A34,A42,4405,A61,A75,4,Female,A101,4,A124,45,A143,A153,2,A173,1,A191,A201,0,1
113,A11,26,A34,A42,4405,A61,A75,4,Female,A101,4,A124,20,A143,A153,2,A173,1,A191,A201,0,1
113,A11,26,A34,A42,4405,A61,A75,4,Male,A101,4,A124,22,A143,A153,2,A173,1,A191,A201,0,1
127,A11,10,A32,A41,832,A61,A75,3,Male,A101,4,A122,20,A143,A152,1,A173,1,A192,A201,0,1
134,A11,11,A32,A41,797,A65,A75,4,Female,A101,4,A124,20,A143,A152,1,A173,1,A192,A201,0,1
134,A11,11,A32,A41,797,A65,A75,4,Male,A101,4,A124,25,A143,A152,1,A173,1,A192,A201,0,1
135,A11,14,A34,A42,8357,A61,A75,3,Female,A101,2,A122,25,A143,A152,1,A174,1,A192,A201,0,1
135,A11,14,A34,A42,8357,A61,A75,3,Male,A101,2,A122,25,A143,A152,1,A174,1,A192,A201,0,1
149,A11,32,A33,A42,3201,A61,A73,1,Female,A101,3,A122,68,A142,A152,2,A173,2,A192,A201,0,1
149,A11,32,A33,A42,3201,A61,A73,1,Female,A101,3,A122,23,A142,A152,2,A173,2,A192,A201,0,1
149,A11,32,A33,A42,3201,A61,A73,1,Male,A101,3,A122,20,A142,A152,2,A173,2,A192,A201,0,1
156,A11,24,A32,A41,1770,A65,A75,4,Male,A101,4,A124,75,A143,A151,1,A173,1,A192,A201,1,0
156,A11,24,A32,A41,1770,A65,A75,4,Male,A101,4,A124,24,A143,A151,1,A173,1,A192,A201,1,0
157,A11,27,A32,A41,2205,A61,A74,2,Female,A101,4,A124,25,A143,A153,1,A172,1,A191,A201,0,1
167,A11,8,A32,A40,440,A61,A75,4,Female,A101,4,A121,22,A143,A151,3,A173,1,A191,A201,0,1
167,A11,8,A32,A40,440,A61,A75,4,Male,A101,4,A121,20,A143,A151,3,A173,1,A191,A201,0,1
172,A14,46,A34,A41,14370,A61,A75,4,Female,A101,2,A123,19,A143,A152,1,A174,1,A192,A201,0,1
185,A11,23,A34,A41,2556,A61,A75,3,Female,A101,4,A124,51,A143,A153,2,A173,1,A191,A201,0,1
185,A11,23,A34,A41,2556,A61,A75,3,Female,A101,4,A124,19,A143,A153,2,A173,1,A191,A201,0,1
185,A11,23,A34,A41,2556,A61,A75,3,Male,A101,4,A124,23,A143,A153,2,A173,1,A191,A201,0,1
188,A11,42,A32,A41,4501,A61,A75,2,Female,A101,4,A124,64,A143,A153,1,A173,1,A192,A201,0,1
188,A11,42,A32,A41,4501,A61,A75,2,Female,A101,4,A124,25,A143,A153,1,A173,1,A192,A201,0,1
188,A11,42,A32,A41,4501,A61,A75,2,Male,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,0,1
189,A11,9,A32,A40,3704,A61,A75,3,Female,A101,3,A124,54,A143,A152,1,A174,1,A192,A201,1,0
190,A11,37,A34,A42,8773,A61,A75,4,Female,A101,4,A124,45,A143,A153,1,A174,1,A192,A201,0,1
190,A11,37,A34,A42,8773,A61,A75,4,Female,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,0,1
190,A11,37,A34,A42,8773,A61,A75,4,Male,A101,4,A124,24,A143,A153,1,A174,1,A192,A201,0,1
197,A11,39,A32,A41,6704,A61,A74,4,Female,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,0,1
197,A11,39,A32,A41,6704,A61,A74,4,Female,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,0,1
197,A11,39,A32,A41,6704,A61,A74,4,Male,A101,4,A124,20,A143,A153,1,A174,1,A192,A201,0,1
207,A11,8,A32,A41,573,A65,A75,4,Female,A101,4,A124,21,A141,A152,3,A173,2,A192,A201,0,1
209,A12,23,A32,A41,3118,A61,A72,4,Male,A101,4,A124,57,A143,A151,1,A174,1,A192,A201,1,0
212,A11,21,A32,A41,11795,A65,A75,4,Female,A101,4,A124,24,A143,A151,1,A174,1,A192,A201,0,1
212,A11,21,A32,A41,11795,A65,A75,4,Male,A101,4,A124,25,A143,A151,1,A174,1,A192,A201,0,1
217,A12,32,A32,A41,14252,A65,A75,4,Male,A101,4,A124,19,A143,A153,1,A174,1,A192,A201,1,0
230,A11,6,A32,A46,637,A63,A75,3,Female,A101,4,A124,19,A143,A153,1,A173,1,A192,A201,0,1
230,A11,6,A32,A46,637,A63,A75,3,Male,A101,4,A124,21,A143,A153,1,A173,1,A192,A201,0,1
