original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
6,A12,26,A32,A41,1919,A61,A72,1,Male,A101,1,A122,24,A143,A152,1,A173,1,A191,A201,1,0
6,A12,26,A32,A41,1919,A61,A72,1,Male,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,1,0
14,A12,26,A32,A40,866,A65,A75,4,Male,A101,2,A122,25,A143,A152,1,A173,1,A191,A201,1,0
14,A12,26,A32,A40,866,A65,A75,4,Male,A101,2,A122,38,A143,A152,1,A173,1,A191,A201,1,0
37,A11,9,A32,A42,2374,A61,A73,3,Female,A101,2,A121,60,A143,A151,2,A173,2,A191,A201,0,1
37,A11,9,A32,A42,2374,A61,A73,3,Female,A101,2,A121,23,A143,A151,2,A173,2,A191,A201,0,1
39,A11,46,A34,A43,1010,A61,A75,4,Male,A101,3,A123,23,A143,A152,2,A174,1,A191,A201,0,1
44,A14,24,A32,A43,2601,A61,A72,4,Male,A101,3,A123,51,A143,A151,1,A173,1,A192,A201,1,0
44,A14,24,A32,A43,2601,A61,A72,4,Male,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,1,0
45,A13,19,A32,A41,386,A65,A72,3,Male,A101,4,A124,22,A143,A151,1,A173,1,A191,A201,1,0
45,A13,19,A32,A41,386,A65,A72,3,Male,A101,4,A124,40,A143,A151,1,A173,1,A191,A201,1,0
48,A11,24,A32,A41,3027,A63,A75,3,Female,A101,4,A123,71,A143,A151,1,A173,1,A191,A201,1,0
48,A11,24,A32,A41,3027,A63,A75,3,Male,A101,4,A123,66,A143,A151,1,A173,1,A191,A201,1,0
69,A12,41,A32,A40,2375,A61,A73,4,Female,A101,2,A124,64,A143,A153,1,A174,1,A192,A201,0,1
69,A12,41,A32,A40,2375,A61,A73,4,Female,A101,2,A124,24,A143,A153,1,A174,1,A192,A201,0,1
72,A14,54,A32,A41,15044,A65,A75,4,Female,A101,2,A123,24,A143,A152,1,A174,1,A192,A201,0,1
80,A12,45,A32,A41,5233,A65,A75,4,Female,A101,4,A124,42,A141,A153,1,A173,1,A192,A201,0,1
80,A12,45,A32,A41,5233,A65,A75,4,Female,A101,4,A124,19,A141,A153,1,A173,1,A192,A201,0,1
88,A12,33,A34,A49,5164,A65,A75,3,Female,A101,4,A124,63,A143,A152,2,A173,1,A192,A201,0,1
88,A12,33,A34,A49,5164,A65,A75,3,Female,A101,4,A124,22,A143,A152,2,A173,1,A192,A201,0,1
90,A11,24,A34,A41,1829,A61,A75,4,Female,A101,4,A124,24,A143,A152,2,A173,2,A192,A201,0,1
96,A11,44,A32,A41,7983,A61,A75,3,Female,A101,2,A122,38,A143,A152,2,A173,2,A192,A201,0,1
96,A11,44,A32,A41,7983,A61,A75,3,Female,A101,2,A122,21,A143,A152,2,A173,2,A192,A201,0,1
105,A14,48,A32,A41,14451,A61,A75,4,Female,A101,3,A123,42,A143,A152,1,A174,1,A192,A201,0,1
105,A14,48,A32,A41,14451,A61,A75,4,Female,A101,3,A123,24,A143,A152,1,A174,1,A192,A201,0,1
108,A11,24,A32,A42,3228,A61,A75,4,Female,A101,4,A124,72,A143,A153,1,A174,1,A192,A201,0,1
108,A11,24,A32,A42,3228,A61,A75,4,Female,A101,4,A124,23,A143,A153,1,A174,1,A192,A201,0,1
117,A12,17,A34,A40,1624,A65,A75,4,Female,A101,4,A124,31,A143,A152,2,A174,1,A192,A201,0,1
