original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
21,A11,21,A32,A40,3288,A65,A75,4,Female,A101,4,A124,69,A143,A151,1,A173,1,A191,A201,0,1
21,A11,21,A32,A40,3288,A65,A75,4,Female,A101,4,A124,25,A143,A151,1,A173,1,A191,A201,0,1
32,A11,39,A32,A41,1709,A62,A75,4,Female,A101,4,A124,69,A141,A153,3,A173,2,A191,A201,0,1
32,A11,39,A32,A41,1709,A62,A75,4,Female,A101,4,A124,24,A141,A153,3,A173,2,A191,A201,0,1
64,A11,42,A32,A41,6497,A61,A75,4,Female,A101,4,A124,35,A141,A153,1,A174,1,A192,A201,0,1
64,A11,42,A32,A41,6497,A61,A75,4,Female,A101,4,A124,21,A141,A153,1,A174,1,A192,A201,0,1
75,A11,11,A32,A40,768,A61,A75,2,Female,A101,4,A124,58,A141,A153,3,A171,2,A191,A201,0,1
75,A11,11,A32,A40,768,A61,A75,2,Female,A101,4,A124,20,A141,A153,3,A171,2,A191,A201,0,1
88,A12,5,A31,A48,660,A61,A75,4,Female,A101,4,A124,53,A141,A152,1,A172,1,A191,A201,0,1
88,A12,5,A31,A48,660,A61,A75,4,Female,A101,4,A124,19,A141,A152,1,A172,1,A191,A201,0,1
97,A11,22,A32,A41,4945,A61,A75,4,Male,A101,4,A124,40,A143,A151,1,A173,1,A192,A201,1,0
97,A11,22,A32,A41,4945,A61,A75,4,Male,A101,4,A124,24,A143,A151,1,A173,1,A192,A201,1,0
145,A11,17,A32,A40,3188,A61,A73,1,Female,A101,2,A124,48,A143,A151,2,A173,2,A191,A201,0,1
145,A11,17,A32,A40,3188,A61,A73,1,Female,A101,2,A124,24,A143,A151,2,A173,2,A191,A201,0,1
150,A11,24,A30,A41,6427,A61,A75,3,Female,A101,4,A124,64,A143,A153,2,A173,1,A191,A201,0,1
150,A11,24,A30,A41,6427,A61,A75,3,Female,A101,4,A124,25,A143,A153,2,A173,1,A191,A201,0,1
