original_index,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,original_prediction,alternative_prediction
31,A14,37,A33,A41,11630,A61,A75,4,Female,A101,2,A123,23,A143,A152,1,A174,1,A192,A201,0,1
32,A11,39,A32,A41,1709,A62,A75,4,Female,A101,4,A124,69,A141,A153,3,A173,2,A191,A201,0,1
32,A11,39,A32,A41,1709,A62,A75,4,Female,A101,4,A124,24,A141,A153,3,A173,2,A191,A201,0,1
34,A11,23,A32,A41,6179,A61,A75,4,Male,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,1,0
34,A11,23,A32,A41,6179,A61,A75,4,Female,A101,4,A124,22,A143,A153,1,A174,1,A192,A201,1,0
34,A11,23,A32,A41,6179,A61,A75,4,Male,A101,4,A124,19,A143,A153,1,A174,1,A192,A201,1,0
41,A11,16,A32,A42,2949,A63,A73,2,Female,A101,4,A123,74,A143,A151,3,A173,1,A191,A201,1,0
41,A11,16,A32,A42,2949,A63,A73,2,Male,A101,4,A123,60,A143,A151,3,A173,1,A191,A201,1,0
42,A14,39,A32,A43,4460,A65,A73,4,Female,A101,2,A123,34,A141,A152,3,A174,1,A192,A201,1,0
42,A14,39,A32,A43,4460,A65,A73,4,Female,A101,2,A123,23,A141,A152,3,A174,1,A192,A201,1,0
42,A14,39,A32,A43,4460,A65,A73,4,Male,A101,2,A123,36,A141,A152,3,A174,1,A192,A201,1,0
54,A11,9,A32,A46,2159,A61,A75,3,Female,A101,4,A123,19,A143,A152,2,A173,2,A192,A201,0,1
64,A11,42,A32,A41,6497,A61,A75,4,Female,A101,4,A124,35,A141,A153,1,A174,1,A192,A201,1,0
64,A11,42,A32,A41,6497,A61,A75,4,Male,A101,4,A124,20,A141,A153,1,A174,1,A192,A201,1,0
75,A11,11,A32,A40,768,A61,A75,2,Female,A101,4,A124,20,A141,A153,3,A171,2,A191,A201,0,1
75,A11,11,A32,A40,768,A61,A75,2,Male,A101,4,A124,21,A141,A153,3,A171,2,A191,A201,0,1
76,A11,24,A32,A41,12051,A65,A75,4,Female,A101,4,A124,21,A143,A153,1,A174,1,A192,A201,0,1
78,A11,17,A32,A42,2112,A61,A73,4,Female,A101,3,A123,68,A143,A152,1,A173,1,A191,A201,1,0
78,A11,17,A32,A42,2112,A61,A73,4,Female,A101,3,A123,24,A143,A152,1,A173,1,A191,A201,1,0
88,A12,5,A31,A48,660,A61,A75,4,Male,A101,4,A124,21,A141,A152,1,A172,1,A191,A201,1,0
102,A11,10,A32,A43,584,A61,A75,2,Female,A101,4,A123,22,A143,A151,2,A173,2,A191,A201,0,1
102,A11,10,A32,A43,584,A61,A75,2,Male,A101,4,A123,23,A143,A151,2,A173,2,A191,A201,0,1
105,A11,18,A32,A41,3869,A61,A75,3,Male,A101,4,A122,46,A143,A151,1,A173,1,A192,A201,0,1
112,A12,29,A32,A40,5403,A62,A71,2,Female,A101,2,A124,23,A143,A153,1,A174,1,A192,A201,0,1
112,A12,29,A32,A40,5403,A62,A71,2,Male,A101,2,A124,22,A143,A153,1,A174,1,A192,A201,0,1
115,A11,37,A34,A41,8898,A61,A75,3,Female,A101,4,A124,19,A143,A153,3,A174,1,A192,A201,0,1
136,A12,48,A32,A41,2112,A62,A75,4,Female,A101,4,A124,60,A143,A153,1,A173,1,A191,A201,0,1
156,A11,8,A32,A40,435,A65,A75,2,Female,A101,4,A124,19,A143,A153,1,A173,2,A191,A201,0,1
160,A11,20,A32,A41,6878,A61,A75,4,Female,A101,4,A124,21,A143,A153,1,A174,1,A192,A201,1,0
160,A11,20,A32,A41,6878,A61,A75,4,Male,A101,4,A124,25,A143,A153,1,A174,1,A192,A201,1,0
162,A11,21,A32,A42,2267,A61,A73,2,Male,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,0,1
162,A11,21,A32,A42,2267,A61,A73,2,Male,A101,4,A123,65,A143,A152,1,A173,1,A191,A201,0,1
163,A11,20,A32,A43,1828,A65,A73,4,Female,A102,2,A121,47,A141,A152,1,A173,1,A191,A201,0,1
167,A11,19,A32,A41,467,A61,A73,4,Male,A101,3,A121,19,A143,A152,1,A173,1,A191,A201,1,0
167,A11,19,A32,A41,467,A61,A73,4,Female,A101,3,A121,72,A143,A152,1,A173,1,A191,A201,1,0
167,A11,19,A32,A41,467,A61,A73,4,Male,A101,3,A121,52,A143,A152,1,A173,1,A191,A201,1,0
174,A11,17,A32,A42,312,A61,A75,4,Male,A101,2,A124,33,A143,A151,1,A173,1,A191,A201,0,1
174,A11,17,A32,A42,312,A61,A75,4,Female,A101,2,A124,21,A143,A151,1,A173,1,A191,A201,0,1
174,A11,17,A32,A42,312,A61,A75,4,Male,A101,2,A124,19,A143,A151,1,A173,1,A191,A201,0,1
177,A12,43,A32,A42,9052,A61,A75,1,Female,A101,1,A124,21,A141,A153,1,A174,1,A192,A201,0,1
189,A12,24,A32,A41,10679,A65,A71,3,Female,A102,4,A124,25,A143,A151,1,A174,1,A192,A201,0,1
198,A11,13,A32,A40,5805,A61,A75,2,Female,A101,2,A124,64,A143,A153,1,A174,1,A192,A201,1,0
198,A11,13,A32,A40,5805,A61,A75,2,Female,A101,2,A124,22,A143,A153,1,A174,1,A192,A201,1,0
198,A11,13,A32,A40,5805,A61,A75,2,Male,A101,2,A124,19,A143,A153,1,A174,1,A192,A201,1,0
208,A11,21,A32,A42,5136,A61,A73,2,Female,A101,2,A122,68,A143,A152,2,A172,1,A191,A201,0,1
215,A11,10,A32,A42,6214,A61,A75,3,Female,A101,4,A122,25,A141,A152,2,A173,1,A191,A201,0,1
