original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
5,Female,39,25 - 45,Caucasian,0,0,0,1,M,0,1
6,Female,38,25 - 45,Caucasian,0,0,0,1,F,1,0
6,Female,38,25 - 45,Hispanic,0,0,0,1,F,1,0
6,Male,38,25 - 45,Hispanic,0,0,0,1,F,1,0
7,Female,51,Greater than 45,Caucasian,0,0,0,2,F,0,1
7,Male,51,Greater than 45,Caucasian,0,0,0,2,F,0,1
9,Female,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
9,Female,47,Greater than 45,Native American,0,0,0,0,F,1,0
9,Male,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
12,Female,48,Greater than 45,Caucasian,0,0,0,3,F,1,0
12,Female,48,Greater than 45,Other,0,0,0,3,F,1,0
13,Female,48,Greater than 45,Asian,0,0,0,4,F,0,1
13,Male,48,Greater than 45,Other,0,0,0,4,F,0,1
14,Female,33,25 - 45,Caucasian,0,0,0,0,F,0,1
15,Female,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
15,Female,46,Greater than 45,African-American,0,0,0,0,F,1,0
15,Male,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
16,Female,45,Greater than 45,Other,0,0,0,0,F,1,0
16,Male,45,Greater than 45,Caucasian,0,0,0,0,F,1,0
18,Female,46,Greater than 45,Caucasian,1,0,0,15,M,0,1
18,Female,46,Greater than 45,Asian,1,0,0,15,M,0,1
18,Male,46,Greater than 45,Caucasian,1,0,0,15,M,0,1
20,Female,33,25 - 45,Caucasian,0,0,0,3,M,1,0
20,Female,33,25 - 45,African-American,0,0,0,3,M,1,0
20,Male,33,25 - 45,Caucasian,0,0,0,3,M,1,0
23,Female,29,25 - 45,Caucasian,2,1,0,14,F,0,1
23,Female,29,25 - 45,Asian,2,1,0,14,F,0,1
23,Male,29,25 - 45,Caucasian,2,1,0,14,F,0,1
24,Male,40,25 - 45,Caucasian,0,0,0,0,M,0,1
25,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
26,Female,31,25 - 45,Caucasian,0,0,0,4,F,1,0
31,Female,23,Less than 25,Caucasian,0,0,0,4,F,1,0
32,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
32,Female,22,Less than 25,Native American,0,0,0,1,M,1,0
32,Male,22,Less than 25,Caucasian,0,0,0,1,M,1,0
35,Male,21,Less than 25,Caucasian,0,0,0,0,F,0,1
36,Female,23,Less than 25,Caucasian,2,2,0,2,F,1,0
37,Female,22,Less than 25,Caucasian,0,0,2,2,F,1,0
37,Female,22,Less than 25,Other,0,0,2,2,F,1,0
38,Female,20,Less than 25,Other,0,0,0,0,F,1,0
41,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
42,Female,19,Less than 25,Hispanic,1,0,0,1,F,1,0
44,Female,42,Greater than 45,Asian,0,0,0,0,F,1,0
44,Male,42,Greater than 45,Caucasian,0,0,0,0,F,1,0
46,Female,58,Greater than 45,Native American,0,0,0,6,F,0,1
46,Male,58,Greater than 45,Hispanic,0,0,0,6,F,0,1
47,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
47,Female,51,Greater than 45,Other,0,0,0,0,F,1,0
47,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
49,Male,58,Greater than 45,Caucasian,1,0,0,9,M,1,0
50,Female,53,Greater than 45,Caucasian,0,0,0,3,F,1,0
50,Female,53,Greater than 45,Other,0,0,0,3,F,1,0
55,Female,42,25 - 45,Caucasian,1,0,0,6,F,1,0
55,Male,42,25 - 45,Caucasian,1,0,0,6,F,1,0
56,Female,39,25 - 45,Caucasian,1,0,0,1,M,0,1
58,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
58,Female,39,25 - 45,African-American,0,0,0,0,F,0,1
61,Male,51,Greater than 45,Other,0,0,0,4,M,0,1
62,Female,36,25 - 45,African-American,2,0,0,4,F,1,0
65,Female,48,Greater than 45,Caucasian,1,0,0,15,M,0,1
65,Female,48,Greater than 45,Hispanic,1,0,0,15,M,0,1
65,Male,48,Greater than 45,Caucasian,1,0,0,15,M,0,1
66,Female,32,25 - 45,Caucasian,0,0,0,0,F,0,1
67,Female,34,25 - 45,Native American,0,0,0,0,F,1,0
67,Male,34,25 - 45,Caucasian,0,0,0,0,F,1,0
68,Female,48,Greater than 45,Caucasian,0,0,0,1,M,1,0
68,Female,48,Greater than 45,Native American,0,0,0,1,M,1,0
68,Male,48,Greater than 45,Hispanic,0,0,0,1,M,1,0
69,Female,48,Greater than 45,Caucasian,0,0,0,1,F,0,1
70,Female,48,Greater than 45,African-American,0,0,0,7,F,1,0
70,Male,48,Greater than 45,Caucasian,0,0,0,7,F,1,0
73,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
74,Female,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
74,Female,46,Greater than 45,Native American,0,0,0,0,F,1,0
74,Male,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
75,Female,33,25 - 45,Caucasian,0,0,0,1,F,1,0
75,Female,33,25 - 45,Asian,0,0,0,1,F,1,0
75,Male,33,25 - 45,Caucasian,0,0,0,1,F,1,0
76,Female,33,25 - 45,Caucasian,0,1,0,15,F,0,1
76,Female,33,25 - 45,African-American,0,1,0,15,F,0,1
78,Male,40,25 - 45,Caucasian,0,0,0,0,M,0,1
80,Male,40,25 - 45,Caucasian,0,0,0,15,M,1,0
82,Female,29,25 - 45,African-American,0,0,0,5,F,1,0
82,Male,29,25 - 45,Caucasian,0,0,0,5,F,1,0
83,Female,27,25 - 45,Caucasian,0,0,0,1,F,0,1
83,Female,27,25 - 45,African-American,0,0,0,1,F,0,1
84,Female,28,25 - 45,Caucasian,0,0,1,1,F,1,0
84,Female,28,25 - 45,Other,0,0,1,1,F,1,0
85,Female,24,Less than 25,African-American,0,1,0,6,F,1,0
88,Female,30,25 - 45,Caucasian,0,0,0,1,F,0,1
88,Female,30,25 - 45,Hispanic,0,0,0,1,F,0,1
88,Male,30,25 - 45,Caucasian,0,0,0,1,F,0,1
90,Female,23,Less than 25,Caucasian,0,0,0,0,F,0,1
90,Female,23,Less than 25,Native American,0,0,0,0,F,0,1
92,Female,23,Less than 25,Caucasian,0,0,2,1,F,1,0
92,Female,23,Less than 25,Asian,0,0,2,1,F,1,0
93,Female,22,Less than 25,Caucasian,0,0,2,1,F,1,0
93,Female,22,Less than 25,Native American,0,0,2,1,F,1,0
98,Female,24,Less than 25,Caucasian,2,0,0,2,F,1,0
98,Female,24,Less than 25,Asian,2,0,0,2,F,1,0
99,Female,59,Greater than 45,Asian,0,0,0,9,M,0,1
101,Male,61,Greater than 45,African-American,0,0,0,26,F,1,0
106,Female,42,25 - 45,Caucasian,0,0,0,1,F,0,1
107,Female,41,25 - 45,Caucasian,0,0,0,8,M,0,1
107,Female,41,25 - 45,Other,0,0,0,8,M,0,1
107,Male,41,25 - 45,Caucasian,0,0,0,8,M,0,1
115,Male,51,Greater than 45,Other,0,0,0,0,F,0,1
116,Male,51,Greater than 45,Asian,0,0,0,0,F,0,1
119,Female,39,25 - 45,African-American,0,0,0,4,F,1,0
121,Male,47,Greater than 45,Other,0,0,0,0,F,1,0
121,Female,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
121,Male,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
125,Male,34,25 - 45,Native American,0,0,0,4,F,0,1
127,Male,47,Greater than 45,Asian,0,0,0,1,F,0,1
127,Female,47,Greater than 45,Caucasian,0,0,0,1,F,0,1
127,Male,47,Greater than 45,Caucasian,0,0,0,1,F,0,1
128,Female,32,25 - 45,Caucasian,0,0,0,0,F,0,1
129,Female,46,Greater than 45,Caucasian,2,0,0,16,F,0,1
129,Female,46,Greater than 45,Native American,2,0,0,16,F,0,1
129,Male,46,Greater than 45,Caucasian,2,0,0,16,F,0,1
130,Female,37,25 - 45,Caucasian,2,0,0,15,M,0,1
136,Female,32,25 - 45,Caucasian,0,0,0,0,F,0,1
137,Female,39,Greater than 45,Caucasian,0,0,0,0,F,0,1
138,Male,29,25 - 45,Caucasian,0,0,0,1,F,1,0
138,Female,29,25 - 45,Asian,0,0,0,1,F,1,0
139,Female,26,25 - 45,African-American,0,0,0,3,F,1,0
140,Female,40,25 - 45,Caucasian,0,0,0,7,M,0,1
140,Male,40,25 - 45,Caucasian,0,0,0,7,M,0,1
142,Female,25,25 - 45,Caucasian,1,1,0,6,F,1,0
144,Female,23,Less than 25,Native American,0,0,0,2,F,0,1
146,Male,22,Less than 25,Asian,1,0,0,2,F,0,1
147,Male,22,Less than 25,Hispanic,1,0,0,0,F,0,1
147,Female,22,Less than 25,Caucasian,1,0,0,0,F,0,1
147,Male,22,Less than 25,Caucasian,1,0,0,0,F,0,1
151,Male,23,Less than 25,African-American,0,0,2,0,M,0,1
152,Male,25,Less than 25,Other,2,0,0,2,F,1,0
152,Female,25,Less than 25,Caucasian,2,0,0,2,F,1,0
154,Female,23,Less than 25,Caucasian,2,0,0,0,F,0,1
155,Female,42,Greater than 45,Native American,0,0,0,1,F,1,0
155,Male,42,Greater than 45,Hispanic,0,0,0,1,F,1,0
156,Female,59,Greater than 45,Native American,0,0,0,9,M,0,1
156,Male,59,Greater than 45,Native American,0,0,0,9,M,0,1
157,Male,59,Greater than 45,Caucasian,0,0,0,8,F,1,0
159,Female,50,Greater than 45,Caucasian,1,0,0,1,M,0,1
159,Male,50,Greater than 45,Caucasian,1,0,0,1,M,0,1
163,Male,54,Greater than 45,Asian,0,0,0,1,F,0,1
164,Male,52,Greater than 45,African-American,0,0,0,10,F,1,0
168,Male,53,Greater than 45,Asian,0,0,0,1,F,0,1
169,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
169,Female,51,Greater than 45,Other,0,0,0,0,F,1,0
169,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
176,Female,49,Greater than 45,Caucasian,2,0,0,16,F,0,1
176,Female,49,Greater than 45,African-American,2,0,0,16,F,0,1
176,Male,49,Greater than 45,Caucasian,2,0,0,16,F,0,1
178,Female,48,Greater than 45,Hispanic,0,0,0,3,F,0,1
178,Male,48,Greater than 45,Caucasian,0,0,0,3,F,0,1
181,Female,48,Greater than 45,Caucasian,0,0,0,15,M,0,1
181,Female,48,Greater than 45,Hispanic,0,0,0,15,M,0,1
181,Male,48,Greater than 45,Caucasian,0,0,0,15,M,0,1
182,Female,34,25 - 45,Caucasian,0,0,0,0,F,0,1
186,Female,32,25 - 45,Caucasian,0,0,0,0,F,0,1
187,Female,34,25 - 45,Caucasian,0,0,0,9,F,0,1
187,Male,34,25 - 45,Native American,0,0,0,9,F,0,1
189,Male,46,Greater than 45,Caucasian,0,0,0,10,M,1,0
191,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
193,Female,39,25 - 45,Caucasian,1,0,0,15,F,0,1
193,Female,39,25 - 45,Native American,1,0,0,15,F,0,1
193,Male,39,25 - 45,Caucasian,1,0,0,15,F,0,1
195,Female,30,25 - 45,Caucasian,0,0,0,2,M,0,1
195,Female,30,25 - 45,Asian,0,0,0,2,M,0,1
195,Male,30,25 - 45,Hispanic,0,0,0,2,M,0,1
196,Female,28,25 - 45,Caucasian,0,0,0,1,F,1,0
197,Female,23,Less than 25,Caucasian,0,0,1,1,M,1,0
197,Female,23,Less than 25,Asian,0,0,1,1,M,1,0
197,Male,23,Less than 25,Caucasian,0,0,1,1,M,1,0
198,Female,25,25 - 45,Caucasian,0,0,0,4,F,1,0
198,Male,25,25 - 45,Caucasian,0,0,0,4,F,1,0
199,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
201,Male,30,25 - 45,Caucasian,1,0,0,1,M,0,1
203,Female,27,25 - 45,Asian,2,0,0,9,F,1,0
204,Female,20,Less than 25,Native American,0,0,0,0,F,1,0
209,Female,24,Less than 25,Caucasian,2,0,1,1,F,1,0
209,Female,24,Less than 25,Hispanic,2,0,1,1,F,1,0
213,Female,58,Greater than 45,Caucasian,0,0,0,0,F,1,0
213,Female,58,Greater than 45,Asian,0,0,0,0,F,1,0
213,Male,58,Greater than 45,Caucasian,0,0,0,0,F,1,0
214,Female,62,Greater than 45,Caucasian,0,0,0,11,F,0,1
214,Female,62,Greater than 45,Hispanic,0,0,0,11,F,0,1
214,Male,62,Greater than 45,Caucasian,0,0,0,11,F,0,1
215,Female,58,Greater than 45,Asian,1,0,0,3,F,0,1
215,Male,58,Greater than 45,Caucasian,1,0,0,3,F,0,1
216,Female,43,Greater than 45,African-American,0,0,0,0,F,1,0
216,Male,43,Greater than 45,Caucasian,0,0,0,0,F,1,0
218,Female,45,25 - 45,Caucasian,0,0,0,2,F,1,0
218,Female,45,25 - 45,African-American,0,0,0,2,F,1,0
219,Female,54,Greater than 45,Caucasian,0,0,0,7,F,0,1
219,Male,54,Greater than 45,African-American,0,0,0,7,F,0,1
221,Male,41,25 - 45,Caucasian,0,0,0,1,M,0,1
227,Female,38,25 - 45,Caucasian,0,0,0,2,F,0,1
227,Male,38,25 - 45,Caucasian,0,0,0,2,F,0,1
230,Female,52,Greater than 45,Caucasian,1,0,0,1,M,1,0
230,Female,52,Greater than 45,Asian,1,0,0,1,M,1,0
230,Male,52,Greater than 45,Caucasian,1,0,0,1,M,1,0
231,Male,39,25 - 45,Asian,0,0,0,0,F,1,0
231,Male,39,25 - 45,Caucasian,0,0,0,0,F,1,0
232,Male,34,25 - 45,Caucasian,0,0,0,0,F,1,0
232,Female,34,25 - 45,Native American,0,0,0,0,F,1,0
232,Male,34,25 - 45,Asian,0,0,0,0,F,1,0
234,Male,33,25 - 45,Caucasian,0,0,0,5,M,0,1
238,Male,40,Greater than 45,Caucasian,0,0,0,1,F,0,1
239,Male,31,25 - 45,Caucasian,0,0,0,2,F,1,0
241,Male,33,25 - 45,African-American,0,0,0,1,F,0,1
246,Female,39,Greater than 45,Caucasian,0,0,0,0,F,0,1
247,Male,31,25 - 45,Caucasian,0,1,0,4,F,0,1
248,Male,27,25 - 45,Caucasian,0,0,0,2,M,1,0
248,Male,27,25 - 45,Native American,0,0,0,2,M,1,0
249,Male,29,25 - 45,Caucasian,0,0,0,5,F,1,0
249,Male,29,25 - 45,Asian,0,0,0,5,F,1,0
251,Male,27,25 - 45,Other,0,0,0,0,F,0,1
254,Female,26,25 - 45,Caucasian,1,0,0,1,F,1,0
254,Female,26,25 - 45,Native American,1,0,0,1,F,1,0
254,Male,26,25 - 45,Caucasian,1,0,0,1,F,1,0
256,Female,30,25 - 45,Caucasian,0,0,0,0,F,0,1
257,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
259,Female,24,Less than 25,Native American,0,0,0,3,F,0,1
260,Female,22,Less than 25,Caucasian,2,0,1,1,F,1,0
260,Female,22,Less than 25,Native American,2,0,1,1,F,1,0
261,Female,23,Less than 25,Caucasian,2,0,1,2,F,1,0
261,Male,23,Less than 25,Caucasian,2,0,1,2,F,1,0
263,Female,23,Less than 25,African-American,0,0,1,1,F,0,1
263,Male,23,Less than 25,Caucasian,0,0,1,1,F,0,1
264,Female,28,25 - 45,Asian,0,0,3,12,F,1,0
267,Female,58,Greater than 45,Caucasian,0,0,0,1,F,0,1
271,Male,42,25 - 45,Asian,0,0,0,4,M,1,0
271,Male,42,25 - 45,Caucasian,0,0,0,4,M,1,0
272,Male,50,Greater than 45,Hispanic,0,0,0,9,M,0,1
272,Female,50,Greater than 45,Caucasian,0,0,0,9,M,0,1
272,Male,50,Greater than 45,Caucasian,0,0,0,9,M,0,1
280,Male,54,Greater than 45,Caucasian,2,0,0,7,F,1,0
281,Male,52,Greater than 45,Caucasian,0,0,0,8,M,1,0
282,Male,52,Greater than 45,Caucasian,0,0,0,6,F,0,1
282,Female,52,Greater than 45,Other,0,0,0,6,F,0,1
283,Male,37,25 - 45,Other,0,0,0,1,M,0,1
283,Male,37,25 - 45,Caucasian,0,0,0,1,M,0,1
284,Female,39,25 - 45,Caucasian,0,0,0,9,M,0,1
285,Female,50,Greater than 45,Caucasian,1,0,0,0,M,0,1
287,Female,42,25 - 45,Caucasian,1,0,0,1,F,0,1
288,Male,33,25 - 45,Caucasian,0,0,0,0,F,1,0
288,Female,33,25 - 45,Other,0,0,0,0,F,1,0
288,Male,33,25 - 45,Asian,0,0,0,0,F,1,0
291,Male,48,Greater than 45,Asian,0,0,0,10,M,0,1
291,Female,48,Greater than 45,Caucasian,0,0,0,10,M,0,1
293,Male,42,25 - 45,Hispanic,2,0,0,4,F,0,1
293,Female,42,25 - 45,Caucasian,2,0,0,4,F,0,1
293,Male,42,25 - 45,Caucasian,2,0,0,4,F,0,1
296,Male,47,Greater than 45,Caucasian,0,0,0,9,F,1,0
298,Male,47,Greater than 45,Caucasian,0,0,0,10,F,1,0
300,Male,38,25 - 45,Other,0,0,0,0,F,0,1
301,Male,46,Greater than 45,African-American,2,0,0,15,F,1,0
302,Female,28,25 - 45,Caucasian,0,0,0,6,M,1,0
303,Female,29,25 - 45,Caucasian,0,0,0,1,F,0,1
304,Female,41,Greater than 45,African-American,0,0,0,2,F,0,1
305,Male,40,Greater than 45,African-American,0,0,0,2,F,0,1
309,Male,22,Less than 25,African-American,1,0,0,1,F,0,1
309,Male,22,Less than 25,Caucasian,1,0,0,1,F,0,1
310,Male,27,25 - 45,Hispanic,0,0,0,0,M,1,0
310,Female,27,25 - 45,Caucasian,0,0,0,0,M,1,0
310,Male,27,25 - 45,Caucasian,0,0,0,0,M,1,0
311,Male,27,25 - 45,Hispanic,0,0,0,1,F,1,0
311,Male,27,25 - 45,Caucasian,0,0,0,1,F,1,0
312,Male,25,Less than 25,Other,1,0,0,2,F,1,0
312,Female,25,Less than 25,Caucasian,1,0,0,2,F,1,0
312,Male,25,Less than 25,Caucasian,1,0,0,2,F,1,0
314,Male,30,25 - 45,Asian,0,0,0,5,F,0,1
314,Female,30,25 - 45,Caucasian,0,0,0,5,F,0,1
314,Male,30,25 - 45,Caucasian,0,0,0,5,F,0,1
315,Female,24,25 - 45,Caucasian,0,0,0,4,F,1,0
315,Male,24,25 - 45,Caucasian,0,0,0,4,F,1,0
318,Male,29,25 - 45,Caucasian,1,0,0,5,F,1,0
321,Male,19,Less than 25,Hispanic,0,0,2,1,F,1,0
322,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
323,Female,58,Greater than 45,Caucasian,0,0,0,1,F,0,1
324,Male,43,Greater than 45,Native American,0,0,0,6,F,0,1
324,Female,43,Greater than 45,Caucasian,0,0,0,6,F,0,1
324,Male,43,Greater than 45,Caucasian,0,0,0,6,F,0,1
327,Male,59,Greater than 45,African-American,0,0,0,1,F,1,0
327,Female,59,Greater than 45,Caucasian,0,0,0,1,F,1,0
328,Male,50,Greater than 45,African-American,0,0,0,4,F,0,1
329,Male,64,Greater than 45,Hispanic,0,0,0,2,F,0,1
333,Male,39,25 - 45,Hispanic,2,0,0,9,M,1,0
333,Male,39,25 - 45,Caucasian,2,0,0,9,M,1,0
335,Male,54,Greater than 45,African-American,0,0,0,3,F,0,1
337,Male,52,Greater than 45,Asian,0,0,0,5,F,0,1
337,Male,52,Greater than 45,Caucasian,0,0,0,5,F,0,1
338,Male,38,25 - 45,Caucasian,0,0,0,1,F,0,1
341,Male,52,Greater than 45,Hispanic,0,0,0,6,F,0,1
341,Male,52,Greater than 45,Caucasian,0,0,0,6,F,0,1
342,Male,40,25 - 45,Other,1,0,0,5,F,0,1
342,Male,40,25 - 45,Caucasian,1,0,0,5,F,0,1
344,Male,36,25 - 45,African-American,0,0,0,2,F,0,1
344,Female,36,25 - 45,Caucasian,0,0,0,2,F,0,1
347,Male,48,Greater than 45,Caucasian,0,0,0,3,M,0,1
348,Male,39,25 - 45,Native American,2,0,0,15,F,0,1
348,Female,39,25 - 45,Caucasian,2,0,0,15,F,0,1
348,Male,39,25 - 45,Caucasian,2,0,0,15,F,0,1
350,Male,48,Greater than 45,Asian,1,0,0,0,F,1,0
