original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
2,Female,51,Greater than 45,Caucasian,0,0,0,4,F,1,0
2,Female,51,Greater than 45,African-American,0,0,0,4,F,1,0
10,Female,51,Greater than 45,Caucasian,0,0,0,7,M,1,0
10,Female,51,Greater than 45,Native American,0,0,0,7,M,1,0
19,Male,51,Greater than 45,African-American,0,0,0,3,F,0,1
42,Female,39,25 - 45,African-American,1,0,0,3,F,1,0
49,Female,51,Greater than 45,Caucasian,0,0,0,4,F,1,0
49,Female,51,Greater than 45,Hispanic,0,0,0,4,F,1,0
57,Female,50,Greater than 45,Asian,0,0,0,9,M,1,0
59,Female,36,25 - 45,African-American,0,0,0,2,F,1,0
63,Female,52,Greater than 45,Caucasian,0,0,0,4,F,1,0
63,Female,52,Greater than 45,African-American,0,0,0,4,F,1,0
64,Female,52,Greater than 45,Caucasian,0,0,0,6,M,1,0
64,Female,52,Greater than 45,Hispanic,0,0,0,6,M,1,0
74,Female,51,Greater than 45,Caucasian,2,0,0,4,F,1,0
74,Female,51,Greater than 45,African-American,2,0,0,4,F,1,0
82,Female,36,25 - 45,Caucasian,0,0,0,3,M,1,0
82,Female,36,25 - 45,Asian,0,0,0,3,M,1,0
84,Female,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
84,Female,51,Greater than 45,Native American,0,0,0,2,F,1,0
84,Male,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
87,Female,39,25 - 45,Asian,1,0,0,4,M,1,0
99,Female,52,Greater than 45,Caucasian,0,0,0,2,F,1,0
99,Female,52,Greater than 45,Other,0,0,0,2,F,1,0
99,Male,52,Greater than 45,Caucasian,0,0,0,2,F,1,0
106,Female,51,Greater than 45,Caucasian,0,0,0,3,F,1,0
106,Female,51,Greater than 45,African-American,0,0,0,3,F,1,0
106,Male,51,Greater than 45,Caucasian,0,0,0,3,F,1,0
108,Female,39,25 - 45,Native American,0,0,0,2,F,1,0
121,Female,36,25 - 45,Asian,0,0,0,4,M,1,0
123,Male,51,Greater than 45,African-American,0,0,0,2,F,0,1
130,Female,52,Greater than 45,Caucasian,0,0,0,8,M,1,0
130,Female,52,Greater than 45,Native American,0,0,0,8,M,1,0
138,Female,50,Greater than 45,Caucasian,0,0,0,4,F,1,0
138,Female,50,Greater than 45,African-American,0,0,0,4,F,1,0
154,Female,52,Greater than 45,Caucasian,0,0,0,3,F,1,0
154,Female,52,Greater than 45,African-American,0,0,0,3,F,1,0
154,Male,52,Greater than 45,Caucasian,0,0,0,3,F,1,0
161,Female,39,25 - 45,Native American,0,0,0,4,M,1,0
162,Female,39,25 - 45,African-American,0,0,0,2,F,1,0
170,Female,50,Greater than 45,Other,0,0,0,8,M,1,0
172,Female,50,Greater than 45,Caucasian,0,0,0,2,F,1,0
172,Female,50,Greater than 45,African-American,0,0,0,2,F,1,0
172,Male,50,Greater than 45,Caucasian,0,0,0,2,F,1,0
175,Female,38,25 - 45,Asian,0,0,0,4,M,1,0
178,Female,36,25 - 45,African-American,0,1,0,2,F,1,0
193,Female,51,Greater than 45,Hispanic,0,0,0,9,M,1,0
195,Female,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
195,Female,51,Greater than 45,Native American,0,0,0,2,F,1,0
195,Male,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
199,Female,52,Greater than 45,Caucasian,1,0,0,4,F,1,0
199,Female,52,Greater than 45,Other,1,0,0,4,F,1,0
209,Female,50,Greater than 45,Caucasian,1,0,0,4,M,1,0
209,Female,50,Greater than 45,Other,1,0,0,4,M,1,0
209,Male,50,Greater than 45,Caucasian,1,0,0,4,M,1,0
212,Female,39,25 - 45,Other,0,0,0,2,F,1,0
226,Female,38,25 - 45,Hispanic,0,0,0,2,F,1,0
231,Female,36,25 - 45,Hispanic,0,0,0,4,M,1,0
233,Female,39,25 - 45,African-American,0,0,0,4,M,1,0
234,Female,39,25 - 45,African-American,0,0,0,3,F,1,0
241,Female,52,Greater than 45,Caucasian,0,0,0,4,F,1,0
241,Female,52,Greater than 45,Hispanic,0,0,0,4,F,1,0
250,Female,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
250,Female,51,Greater than 45,Native American,0,0,0,2,F,1,0
250,Male,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
251,Female,39,25 - 45,Hispanic,0,0,0,2,F,1,0
266,Female,51,Greater than 45,Hispanic,1,0,0,9,M,1,0
274,Female,51,Greater than 45,Caucasian,0,0,0,7,M,1,0
274,Female,51,Greater than 45,Hispanic,0,0,0,7,M,1,0
305,Female,51,Greater than 45,Caucasian,0,0,0,4,M,1,0
305,Female,51,Greater than 45,Native American,0,0,0,4,M,1,0
305,Male,51,Greater than 45,Caucasian,0,0,0,4,M,1,0
307,Female,38,25 - 45,Native American,0,0,0,2,F,1,0
313,Female,51,Greater than 45,Hispanic,1,0,0,9,M,1,0
337,Female,51,Greater than 45,Caucasian,0,0,0,4,F,1,0
337,Female,51,Greater than 45,African-American,0,0,0,4,F,1,0
338,Female,52,Greater than 45,Caucasian,0,0,0,2,F,1,0
338,Female,52,Greater than 45,Native American,0,0,0,2,F,1,0
338,Male,52,Greater than 45,Caucasian,0,0,0,2,F,1,0
363,Female,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
363,Female,51,Greater than 45,Other,0,0,0,2,F,1,0
363,Male,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
378,Female,36,25 - 45,Hispanic,1,0,0,2,F,1,0
383,Female,39,25 - 45,Other,2,0,0,4,M,1,0
386,Female,52,Greater than 45,Caucasian,0,0,0,4,F,1,0
386,Female,52,Greater than 45,Hispanic,0,0,0,4,F,1,0
394,Female,49,Greater than 45,Caucasian,0,0,0,2,F,1,0
394,Female,49,Greater than 45,Native American,0,0,0,2,F,1,0
394,Male,49,Greater than 45,Caucasian,0,0,0,2,F,1,0
396,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
396,Female,48,Greater than 45,Other,0,0,0,1,F,1,0
396,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
402,Male,48,Greater than 45,African-American,0,0,0,2,F,0,1
419,Female,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
419,Female,47,Greater than 45,African-American,0,0,0,1,F,1,0
419,Male,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
420,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
420,Female,48,Greater than 45,Native American,0,0,0,1,F,1,0
420,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
428,Female,40,Greater than 45,Caucasian,1,0,0,2,F,1,0
428,Female,40,Greater than 45,Hispanic,1,0,0,2,F,1,0
433,Female,34,25 - 45,African-American,1,0,0,4,M,1,0
434,Female,38,25 - 45,Asian,1,0,0,2,F,1,0
435,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
435,Female,48,Greater than 45,Hispanic,0,0,0,1,F,1,0
435,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
436,Female,48,Greater than 45,Caucasian,0,0,0,2,F,1,0
436,Female,48,Greater than 45,Native American,0,0,0,2,F,1,0
436,Male,48,Greater than 45,Caucasian,0,0,0,2,F,1,0
442,Female,40,Greater than 45,Caucasian,0,0,0,3,M,1,0
442,Female,40,Greater than 45,African-American,0,0,0,3,M,1,0
444,Female,34,25 - 45,Hispanic,0,0,0,1,F,1,0
451,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
451,Female,48,Greater than 45,Other,0,0,0,1,F,1,0
451,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
459,Female,31,25 - 45,African-American,0,0,0,1,F,1,0
459,Male,31,25 - 45,Hispanic,0,0,0,1,F,1,0
460,Male,48,Greater than 45,African-American,0,0,0,1,F,0,1
466,Female,36,25 - 45,Hispanic,1,0,0,2,F,1,0
466,Male,36,25 - 45,Asian,1,0,0,2,F,1,0
483,Female,40,Greater than 45,Caucasian,1,0,0,1,M,1,0
483,Female,40,Greater than 45,Hispanic,1,0,0,1,M,1,0
483,Male,40,Greater than 45,Caucasian,1,0,0,1,M,1,0
484,Female,48,Greater than 45,Caucasian,1,0,0,1,F,1,0
484,Female,48,Greater than 45,African-American,1,0,0,1,F,1,0
484,Male,48,Greater than 45,Caucasian,1,0,0,1,F,1,0
492,Female,41,Greater than 45,Caucasian,0,0,0,1,M,1,0
492,Female,41,Greater than 45,Hispanic,0,0,0,1,M,1,0
492,Male,41,Greater than 45,Caucasian,0,0,0,1,M,1,0
497,Female,49,Greater than 45,Asian,0,0,0,4,F,1,0
500,Female,33,25 - 45,Native American,0,0,0,1,F,1,0
506,Female,48,Greater than 45,Caucasian,0,0,0,2,M,1,0
506,Female,48,Greater than 45,Hispanic,0,0,0,2,M,1,0
506,Male,48,Greater than 45,Caucasian,0,0,0,2,M,1,0
507,Female,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
507,Female,47,Greater than 45,African-American,0,0,0,1,F,1,0
507,Male,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
514,Female,36,25 - 45,Hispanic,0,0,0,2,F,1,0
514,Male,36,25 - 45,Hispanic,0,0,0,2,F,1,0
515,Male,47,Greater than 45,African-American,0,0,0,1,F,0,1
531,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
531,Female,48,Greater than 45,African-American,0,0,0,1,F,1,0
531,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
532,Female,31,25 - 45,Native American,0,0,0,1,F,1,0
538,Female,38,Greater than 45,Caucasian,2,0,0,2,F,1,0
538,Female,38,Greater than 45,Native American,2,0,0,2,F,1,0
540,Female,33,25 - 45,Asian,1,0,0,1,F,1,0
546,Female,47,Greater than 45,Hispanic,1,0,0,7,M,1,0
547,Female,33,25 - 45,Other,1,0,0,1,F,1,0
548,Female,33,25 - 45,Hispanic,1,0,0,1,F,1,0
554,Female,33,25 - 45,Caucasian,0,0,0,2,M,1,0
554,Female,33,25 - 45,Other,0,0,0,2,M,1,0
554,Male,33,25 - 45,Caucasian,0,0,0,2,M,1,0
556,Female,39,Greater than 45,Caucasian,0,0,0,1,F,1,0
556,Female,39,Greater than 45,Native American,0,0,0,1,F,1,0
564,Female,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
564,Female,47,Greater than 45,Asian,0,0,0,1,F,1,0
564,Male,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
569,Male,37,25 - 45,Hispanic,0,0,0,4,M,1,0
571,Male,48,Greater than 45,African-American,0,0,0,1,F,0,1
574,Male,40,Greater than 45,African-American,0,0,0,0,F,0,1
587,Female,32,25 - 45,Other,0,0,0,1,F,1,0
594,Female,48,Greater than 45,Caucasian,1,0,0,3,F,1,0
594,Female,48,Greater than 45,African-American,1,0,0,3,F,1,0
595,Female,33,25 - 45,Native American,1,0,0,1,F,1,0
603,Female,33,25 - 45,Other,1,0,0,1,F,1,0
611,Female,42,Greater than 45,Caucasian,0,0,0,1,F,1,0
611,Female,42,Greater than 45,Hispanic,0,0,0,1,F,1,0
611,Male,42,Greater than 45,Caucasian,0,0,0,1,F,1,0
618,Female,33,25 - 45,Other,0,0,0,3,M,1,0
619,Female,47,Greater than 45,Caucasian,0,0,0,2,F,1,0
619,Female,47,Greater than 45,African-American,0,0,0,2,F,1,0
619,Male,47,Greater than 45,Caucasian,0,0,0,2,F,1,0
620,Female,41,Greater than 45,Caucasian,0,0,0,1,F,1,0
620,Female,41,Greater than 45,Native American,0,0,0,1,F,1,0
634,Male,49,Greater than 45,African-American,0,0,0,2,F,0,1
635,Female,33,25 - 45,Other,0,0,0,1,F,1,0
635,Male,33,25 - 45,Native American,0,0,0,1,F,1,0
639,Female,47,Greater than 45,Caucasian,0,0,0,4,M,1,0
639,Female,47,Greater than 45,African-American,0,0,0,4,M,1,0
644,Female,33,25 - 45,Native American,0,0,0,1,F,1,0
652,Female,32,25 - 45,Asian,1,0,0,1,F,1,0
658,Female,48,Greater than 45,Caucasian,0,0,0,3,F,1,0
658,Female,48,Greater than 45,Native American,0,0,0,3,F,1,0
659,Female,36,25 - 45,Native American,0,0,0,2,F,1,0
666,Female,36,25 - 45,Native American,0,0,0,2,F,1,0
667,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
667,Female,48,Greater than 45,Other,0,0,0,1,F,1,0
667,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
675,Female,41,Greater than 45,Caucasian,0,0,0,1,M,1,0
675,Female,41,Greater than 45,African-American,0,0,0,1,M,1,0
675,Male,41,Greater than 45,Caucasian,0,0,0,1,M,1,0
682,Female,34,25 - 45,African-American,0,1,0,2,F,1,0
684,Female,40,Greater than 45,Caucasian,0,0,0,1,F,1,0
684,Female,40,Greater than 45,Native American,0,0,0,1,F,1,0
684,Male,40,Greater than 45,Hispanic,0,0,0,1,F,1,0
687,Female,48,Greater than 45,Caucasian,0,0,0,4,M,1,0
687,Female,48,Greater than 45,Other,0,0,0,4,M,1,0
687,Male,48,Greater than 45,Asian,0,0,0,4,M,1,0
688,Female,31,25 - 45,African-American,0,0,0,3,M,1,0
689,Female,49,Greater than 45,Other,1,0,0,4,F,1,0
691,Female,34,25 - 45,Hispanic,0,0,0,1,F,1,0
691,Male,34,25 - 45,Asian,0,0,0,1,F,1,0
692,Female,33,25 - 45,African-American,0,0,0,1,F,1,0
692,Male,33,25 - 45,Hispanic,0,0,0,1,F,1,0
698,Female,48,Greater than 45,Caucasian,0,0,0,3,F,1,0
698,Female,48,Greater than 45,Asian,0,0,0,3,F,1,0
700,Female,34,25 - 45,Asian,0,0,0,1,F,1,0
706,Female,48,Greater than 45,Caucasian,1,0,0,7,M,1,0
706,Female,48,Greater than 45,Asian,1,0,0,7,M,1,0
707,Female,32,25 - 45,Asian,1,0,0,1,F,1,0
708,Female,47,Greater than 45,Caucasian,1,0,0,2,F,1,0
708,Female,47,Greater than 45,African-American,1,0,0,2,F,1,0
708,Male,47,Greater than 45,Caucasian,1,0,0,2,F,1,0
714,Female,47,Greater than 45,Hispanic,0,0,0,4,F,1,0
721,Female,36,25 - 45,African-American,0,0,0,4,M,1,0
723,Female,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
723,Female,47,Greater than 45,Other,0,0,0,1,F,1,0
723,Male,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
730,Female,41,Greater than 45,Asian,0,0,0,3,F,1,0
731,Female,33,25 - 45,Other,0,0,0,1,F,1,0
754,Female,32,25 - 45,Asian,0,0,0,3,M,1,0
756,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
756,Female,48,Greater than 45,Other,0,0,0,1,F,1,0
756,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
763,Female,47,Greater than 45,Caucasian,1,0,0,2,F,1,0
763,Female,47,Greater than 45,Asian,1,0,0,2,F,1,0
763,Male,47,Greater than 45,Caucasian,1,0,0,2,F,1,0
780,Female,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
780,Female,47,Greater than 45,Asian,0,0,0,1,F,1,0
780,Male,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
794,Female,45,Greater than 45,Native American,0,0,0,7,M,1,0
803,Female,46,Greater than 45,Caucasian,0,0,0,3,F,1,0
803,Female,46,Greater than 45,Native American,0,0,0,3,F,1,0
804,Female,31,25 - 45,African-American,0,0,0,1,F,1,0
804,Male,31,25 - 45,Native American,0,0,0,1,F,1,0
812,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
812,Female,46,Greater than 45,Other,0,0,0,1,F,1,0
812,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
820,Female,33,25 - 45,Asian,1,0,0,1,F,1,0
828,Female,33,25 - 45,Hispanic,1,0,0,1,F,1,0
835,Female,37,25 - 45,Native American,0,0,0,2,F,1,0
843,Female,46,Greater than 45,Caucasian,0,0,0,2,F,1,0
843,Female,46,Greater than 45,Asian,0,0,0,2,F,1,0
858,Female,47,Greater than 45,Other,1,0,0,7,M,1,0
867,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
867,Female,46,Greater than 45,Asian,0,0,0,1,F,1,0
867,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
884,Female,33,25 - 45,Native American,1,0,0,1,F,1,0
900,Female,32,25 - 45,Asian,0,0,0,1,F,1,0
916,Male,47,Greater than 45,Other,0,0,0,2,F,0,1
922,Female,46,Greater than 45,Caucasian,0,0,0,3,F,1,0
922,Female,46,Greater than 45,Hispanic,0,0,0,3,F,1,0
932,Female,45,Greater than 45,Caucasian,1,0,0,2,F,1,0
932,Female,45,Greater than 45,Other,1,0,0,2,F,1,0
939,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
939,Female,46,Greater than 45,Other,1,0,0,1,F,1,0
939,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
946,Female,46,Greater than 45,Caucasian,0,0,0,3,F,1,0
946,Female,46,Greater than 45,Asian,0,0,0,3,F,1,0
947,Female,34,25 - 45,Hispanic,0,0,0,1,F,1,0
955,Female,31,25 - 45,Asian,0,0,0,1,F,1,0
956,Female,46,Greater than 45,Caucasian,0,0,0,2,F,1,0
956,Female,46,Greater than 45,African-American,0,0,0,2,F,1,0
979,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
979,Female,46,Greater than 45,Native American,0,0,0,1,F,1,0
979,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
987,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
987,Female,46,Greater than 45,Other,1,0,0,1,F,1,0
987,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
994,Female,32,25 - 45,Caucasian,1,0,0,2,M,1,0
994,Female,32,25 - 45,African-American,1,0,0,2,M,1,0
1002,Female,36,25 - 45,Asian,0,0,0,2,F,1,0
1007,Female,46,Greater than 45,Caucasian,0,0,0,4,M,1,0
1007,Female,46,Greater than 45,Hispanic,0,0,0,4,M,1,0
1010,Female,46,Greater than 45,Caucasian,0,0,0,2,M,1,0
1010,Female,46,Greater than 45,Hispanic,0,0,0,2,M,1,0
1010,Male,46,Greater than 45,Caucasian,0,0,0,2,M,1,0
1018,Female,37,25 - 45,Asian,0,0,0,2,F,1,0
1019,Female,33,25 - 45,Other,0,0,0,1,F,1,0
1031,Female,46,Greater than 45,Caucasian,1,0,0,4,M,1,0
1031,Female,46,Greater than 45,Asian,1,0,0,4,M,1,0
1043,Female,46,Greater than 45,Caucasian,1,0,0,2,F,1,0
1043,Female,46,Greater than 45,Other,1,0,0,2,F,1,0
1051,Female,45,Greater than 45,Caucasian,1,0,0,1,F,1,0
1051,Female,45,Greater than 45,Native American,1,0,0,1,F,1,0
1051,Male,45,Greater than 45,Caucasian,1,0,0,1,F,1,0
1059,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
1059,Female,46,Greater than 45,Other,0,0,0,1,F,1,0
1059,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
1066,Female,37,25 - 45,Caucasian,0,0,0,3,M,1,0
1066,Female,37,25 - 45,Asian,0,0,0,3,M,1,0
1066,Male,37,25 - 45,Caucasian,0,0,0,3,M,1,0
1067,Female,33,25 - 45,Native American,0,0,0,1,F,1,0
1068,Female,34,25 - 45,Native American,0,0,0,1,F,1,0
1076,Female,33,25 - 45,African-American,0,0,0,2,F,1,0
1083,Male,47,Greater than 45,Other,0,0,0,2,F,0,1
1099,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1099,Female,46,Greater than 45,Asian,1,0,0,1,F,1,0
1099,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1100,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1100,Female,46,Greater than 45,Hispanic,1,0,0,1,F,1,0
1100,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1106,Female,45,Greater than 45,Hispanic,1,0,0,7,M,1,0
1114,Female,46,Greater than 45,Caucasian,0,0,0,2,M,1,0
1114,Female,46,Greater than 45,Hispanic,0,0,0,2,M,1,0
1114,Male,46,Greater than 45,Caucasian,0,0,0,2,M,1,0
1115,Female,32,25 - 45,Hispanic,0,0,0,1,F,1,0
1116,Female,45,Greater than 45,Caucasian,0,0,0,1,F,1,0
1116,Female,45,Greater than 45,Hispanic,0,0,0,1,F,1,0
1116,Male,45,Greater than 45,Caucasian,0,0,0,1,F,1,0
1127,Female,46,Greater than 45,Caucasian,0,0,0,4,M,1,0
1127,Female,46,Greater than 45,African-American,0,0,0,4,M,1,0
1130,Female,34,25 - 45,Hispanic,0,0,0,3,M,1,0
1130,Male,34,25 - 45,Hispanic,0,0,0,3,M,1,0
1137,Female,37,25 - 45,African-American,1,0,0,4,M,1,0
1138,Female,46,Greater than 45,Caucasian,2,0,0,3,F,1,0
1138,Female,46,Greater than 45,Asian,2,0,0,3,F,1,0
1139,Female,34,25 - 45,Asian,0,0,0,1,F,1,0
1139,Male,34,25 - 45,Other,0,0,0,1,F,1,0
1140,Female,33,25 - 45,African-American,0,0,0,1,F,1,0
1140,Male,33,25 - 45,Hispanic,0,0,0,1,F,1,0
1143,Female,46,Greater than 45,Caucasian,1,0,0,4,M,1,0
1143,Female,46,Greater than 45,African-American,1,0,0,4,M,1,0
1148,Female,33,25 - 45,African-American,0,0,0,2,F,1,0
1155,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1155,Female,46,Greater than 45,Other,1,0,0,1,F,1,0
1155,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1156,Female,32,25 - 45,African-American,1,0,0,1,F,1,0
1158,Female,29,25 - 45,Asian,0,0,0,0,F,1,0
1164,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1164,Female,46,Greater than 45,African-American,1,0,0,1,F,1,0
1164,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
1171,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
1171,Female,46,Greater than 45,Native American,0,0,0,1,F,1,0
1171,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
1172,Female,45,Greater than 45,Caucasian,0,0,0,1,F,1,0
1172,Female,45,Greater than 45,African-American,0,0,0,1,F,1,0
1172,Male,45,Greater than 45,Caucasian,0,0,0,1,F,1,0
1188,Female,39,Greater than 45,Caucasian,0,0,0,2,F,1,0
1188,Female,39,Greater than 45,Asian,0,0,0,2,F,1,0
1189,Female,28,25 - 45,Hispanic,0,0,0,0,F,1,0
1197,Female,29,25 - 45,Hispanic,0,0,0,0,F,1,0
1197,Male,29,25 - 45,Asian,0,0,0,0,F,1,0
1198,Female,29,25 - 45,Other,0,0,0,0,F,1,0
1198,Male,29,25 - 45,Native American,0,0,0,0,F,1,0
1205,Female,29,25 - 45,Other,0,0,0,0,F,1,0
1210,Female,32,25 - 45,African-American,2,0,0,1,F,1,0
1212,Female,29,25 - 45,Caucasian,1,0,0,1,M,1,0
1212,Female,29,25 - 45,Other,1,0,0,1,M,1,0
1212,Male,29,25 - 45,Caucasian,1,0,0,1,M,1,0
1219,Female,29,25 - 45,Asian,1,0,0,1,F,1,0
1220,Female,28,25 - 45,Caucasian,1,0,0,1,M,1,0
1220,Female,28,25 - 45,Native American,1,0,0,1,M,1,0
1220,Male,28,25 - 45,Caucasian,1,0,0,1,M,1,0
1222,Female,38,Greater than 45,Caucasian,0,0,0,0,F,1,0
1222,Female,38,Greater than 45,Asian,0,0,0,0,F,1,0
1222,Male,38,Greater than 45,Caucasian,0,0,0,0,F,1,0
1228,Female,28,25 - 45,Hispanic,0,0,0,0,F,1,0
1230,Female,39,Greater than 45,Caucasian,0,0,0,0,F,1,0
1230,Female,39,Greater than 45,Other,0,0,0,0,F,1,0
1230,Male,39,Greater than 45,Caucasian,0,0,0,0,F,1,0
1235,Female,39,Greater than 45,Caucasian,0,0,0,2,F,1,0
