original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
7,Female,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
7,Female,51,Greater than 45,Native American,0,0,0,2,F,1,0
7,Male,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
20,Female,51,Greater than 45,Caucasian,1,0,0,4,M,1,0
20,Female,51,Greater than 45,African-American,1,0,0,4,M,1,0
20,Male,51,Greater than 45,Caucasian,1,0,0,4,M,1,0
27,Female,40,25 - 45,Caucasian,1,0,0,2,F,0,1
27,Male,40,25 - 45,Caucasian,1,0,0,2,F,0,1
29,Female,39,25 - 45,Native American,0,0,0,2,F,1,0
46,Female,39,25 - 45,African-American,0,0,0,2,F,1,0
54,Female,48,Greater than 45,Caucasian,1,0,0,1,F,1,0
54,Female,48,Greater than 45,Native American,1,0,0,1,F,1,0
54,Male,48,Greater than 45,Caucasian,1,0,0,1,F,1,0
55,Female,41,Greater than 45,Caucasian,0,0,0,1,F,1,0
55,Female,41,Greater than 45,Asian,0,0,0,1,F,1,0
70,Female,41,Greater than 45,Caucasian,0,0,0,1,F,1,0
70,Female,41,Greater than 45,African-American,0,0,0,1,F,1,0
75,Female,39,Greater than 45,Caucasian,2,0,0,2,M,1,0
75,Female,39,Greater than 45,Hispanic,2,0,0,2,M,1,0
77,Female,33,25 - 45,Hispanic,0,0,0,1,F,1,0
78,Female,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
78,Female,48,Greater than 45,Hispanic,0,0,0,1,F,1,0
78,Male,48,Greater than 45,Caucasian,0,0,0,1,F,1,0
80,Female,49,Greater than 45,Other,0,0,0,4,F,1,0
85,Female,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
85,Female,47,Greater than 45,Hispanic,0,0,0,1,F,1,0
85,Male,47,Greater than 45,Caucasian,0,0,0,1,F,1,0
86,Female,33,25 - 45,Asian,0,0,0,1,F,1,0
86,Male,33,25 - 45,Other,0,0,0,1,F,1,0
87,Female,36,25 - 45,Asian,1,0,0,2,F,1,0
112,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
112,Female,46,Greater than 45,Other,0,0,0,1,F,1,0
112,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
117,Female,38,25 - 45,Other,1,0,0,2,F,1,0
118,Female,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
118,Female,46,Greater than 45,African-American,1,0,0,1,F,1,0
118,Male,46,Greater than 45,Caucasian,1,0,0,1,F,1,0
124,Female,33,25 - 45,Other,1,0,0,1,F,1,0
127,Female,38,25 - 45,Caucasian,0,0,0,3,M,1,0
127,Female,38,25 - 45,Other,0,0,0,3,M,1,0
127,Male,38,25 - 45,Caucasian,0,0,0,3,M,1,0
129,Female,34,25 - 45,Asian,0,0,0,1,F,1,0
129,Male,34,25 - 45,Native American,0,0,0,1,F,1,0
135,Female,46,Greater than 45,Caucasian,0,0,0,2,F,1,0
135,Female,46,Greater than 45,Asian,0,0,0,2,F,1,0
135,Male,46,Greater than 45,Asian,0,0,0,2,F,1,0
137,Female,31,25 - 45,Asian,0,0,0,1,F,1,0
148,Female,39,Greater than 45,Caucasian,0,0,0,0,F,1,0
148,Female,39,Greater than 45,Asian,0,0,0,0,F,1,0
148,Male,39,Greater than 45,Caucasian,0,0,0,0,F,1,0
161,Female,27,25 - 45,Caucasian,0,0,0,1,M,1,0
161,Female,27,25 - 45,Other,0,0,0,1,M,1,0
164,Female,29,25 - 45,Other,0,0,0,0,F,1,0
164,Male,29,25 - 45,Other,0,0,0,0,F,1,0
179,Female,27,25 - 45,African-American,0,0,0,0,F,1,0
187,Female,29,25 - 45,Asian,0,0,0,0,F,1,0
191,Female,40,Greater than 45,Caucasian,0,0,0,1,F,1,0
191,Female,40,Greater than 45,African-American,0,0,0,1,F,1,0
197,Female,29,25 - 45,Asian,0,0,0,1,F,1,0
198,Female,30,25 - 45,Native American,0,0,0,1,F,1,0
199,Female,23,Less than 25,Caucasian,0,0,0,2,M,1,0
199,Female,23,Less than 25,Native American,0,0,0,2,M,1,0
204,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
204,Female,22,Less than 25,Hispanic,0,0,0,1,M,1,0
205,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
205,Female,22,Less than 25,Asian,0,0,0,0,F,1,0
210,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
212,Female,29,25 - 45,African-American,0,0,0,2,M,1,0
212,Male,29,25 - 45,Native American,0,0,0,2,M,1,0
213,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
213,Female,22,Less than 25,Hispanic,0,0,0,0,F,1,0
214,Female,22,Less than 25,Caucasian,1,0,0,1,F,1,0
214,Female,22,Less than 25,Native American,1,0,0,1,F,1,0
215,Female,30,25 - 45,Caucasian,0,0,0,0,F,1,0
215,Female,30,25 - 45,Other,0,0,0,0,F,1,0
216,Female,24,Less than 25,Caucasian,0,0,0,0,M,1,0
216,Female,24,Less than 25,Native American,0,0,0,0,M,1,0
222,Female,22,Less than 25,Caucasian,1,0,0,0,F,1,0
222,Female,22,Less than 25,Asian,1,0,0,0,F,1,0
223,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
223,Female,22,Less than 25,Other,0,0,0,0,F,1,0
227,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
227,Female,21,Less than 25,Native American,0,0,0,0,F,1,0
228,Female,29,25 - 45,Hispanic,0,0,0,0,F,1,0
229,Female,24,Less than 25,Caucasian,1,0,0,1,M,1,0
229,Female,24,Less than 25,Asian,1,0,0,1,M,1,0
235,Female,22,Less than 25,Caucasian,0,0,0,0,M,1,0
235,Female,22,Less than 25,Asian,0,0,0,0,M,1,0
236,Female,24,Less than 25,Caucasian,1,0,0,1,F,1,0
236,Female,24,Less than 25,Asian,1,0,0,1,F,1,0
239,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
239,Female,22,Less than 25,Other,0,0,0,0,F,1,0
240,Female,25,25 - 45,Hispanic,0,0,0,0,F,1,0
247,Female,22,Less than 25,Caucasian,0,1,0,1,M,1,0
247,Female,22,Less than 25,Other,0,1,0,1,M,1,0
252,Female,23,Less than 25,Caucasian,0,0,0,0,F,1,0
253,Female,24,Less than 25,Caucasian,0,0,0,1,F,1,0
253,Female,24,Less than 25,Hispanic,0,0,0,1,F,1,0
255,Female,21,Less than 25,Caucasian,0,0,2,0,F,1,0
255,Female,21,Less than 25,Asian,0,0,2,0,F,1,0
257,Female,25,Less than 25,Hispanic,2,0,0,3,M,1,0
259,Female,19,Less than 25,Caucasian,0,0,0,0,F,1,0
259,Female,19,Less than 25,Other,0,0,0,0,F,1,0
262,Female,24,Less than 25,Caucasian,0,0,0,1,M,1,0
262,Female,24,Less than 25,Asian,0,0,0,1,M,1,0
263,Female,19,Less than 25,Caucasian,1,0,0,1,M,1,0
263,Female,19,Less than 25,Hispanic,1,0,0,1,M,1,0
264,Female,24,Less than 25,Caucasian,2,0,0,0,F,1,0
264,Female,24,Less than 25,Hispanic,2,0,0,0,F,1,0
265,Female,23,Less than 25,Caucasian,0,0,0,0,F,1,0
265,Female,23,Less than 25,Other,0,0,0,0,F,1,0
270,Female,22,Less than 25,Caucasian,2,0,0,1,F,1,0
270,Female,22,Less than 25,Asian,2,0,0,1,F,1,0
271,Female,19,Less than 25,Caucasian,0,0,0,0,M,1,0
271,Female,19,Less than 25,Other,0,0,0,0,M,1,0
272,Female,19,Less than 25,Caucasian,0,0,0,0,M,1,0
272,Female,19,Less than 25,Native American,0,0,0,0,M,1,0
277,Female,24,Less than 25,Caucasian,0,0,0,0,F,1,0
