original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
5,Female,39,25 - 45,Caucasian,1,0,0,1,M,0,1
6,Female,38,25 - 45,Caucasian,0,0,0,1,F,1,0
6,Female,38,25 - 45,Native American,0,0,0,1,F,1,0
7,Female,51,Greater than 45,Caucasian,0,0,0,2,F,0,1
7,Male,51,Greater than 45,Caucasian,0,0,0,2,F,0,1
9,Female,37,25 - 45,Caucasian,0,1,0,6,F,0,1
9,Female,37,25 - 45,Other,0,1,0,6,F,0,1
9,Male,37,25 - 45,Hispanic,0,1,0,6,F,0,1
10,Male,51,Greater than 45,Asian,0,0,0,0,F,0,1
11,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
11,Female,51,Greater than 45,Hispanic,0,0,0,0,F,1,0
11,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
14,Female,39,25 - 45,Caucasian,0,0,0,4,F,0,1
14,Female,39,25 - 45,Native American,0,0,0,4,F,0,1
14,Male,39,25 - 45,Caucasian,0,0,0,4,F,0,1
16,Male,51,Greater than 45,African-American,0,0,0,0,F,0,1
19,Female,39,25 - 45,Caucasian,2,0,0,9,F,0,1
19,Male,39,25 - 45,Caucasian,2,0,0,9,F,0,1
20,Female,51,Greater than 45,Other,1,0,0,4,M,0,1
22,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
22,Female,51,Greater than 45,Other,0,0,0,0,F,1,0
22,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
23,Female,51,Greater than 45,Caucasian,0,0,0,0,M,0,1
24,Female,37,25 - 45,Other,1,0,0,9,F,1,0
27,Female,40,25 - 45,Caucasian,1,0,0,2,F,0,1
27,Male,40,25 - 45,Caucasian,1,0,0,2,F,0,1
28,Female,51,Greater than 45,Caucasian,0,0,0,1,M,1,0
28,Female,51,Greater than 45,Native American,0,0,0,1,M,1,0
28,Male,51,Greater than 45,Caucasian,0,0,0,1,M,1,0
29,Male,39,25 - 45,Caucasian,0,0,0,2,F,0,1
35,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
37,Male,51,Greater than 45,Asian,0,0,0,1,F,0,1
38,Female,38,25 - 45,African-American,1,0,0,4,F,1,0
39,Female,52,Greater than 45,Caucasian,0,0,0,8,F,1,0
39,Male,52,Greater than 45,Caucasian,0,0,0,8,F,1,0
40,Male,37,25 - 45,Caucasian,2,1,0,14,F,1,0
42,Female,51,Greater than 45,Caucasian,0,0,0,0,M,0,1
46,Male,39,25 - 45,Caucasian,0,0,0,2,F,0,1
47,Female,50,Greater than 45,Caucasian,0,0,0,0,M,0,1
48,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
52,Female,48,Greater than 45,African-American,0,0,0,0,F,0,1
54,Female,48,Greater than 45,Caucasian,1,0,0,1,F,0,1
55,Male,41,Greater than 45,Caucasian,0,0,0,1,F,0,1
56,Female,33,25 - 45,Caucasian,0,0,0,4,M,1,0
56,Female,33,25 - 45,Hispanic,0,0,0,4,M,1,0
61,Female,38,25 - 45,Caucasian,1,0,0,1,F,1,0
61,Female,38,25 - 45,Other,1,0,0,1,F,1,0
62,Female,33,25 - 45,Caucasian,1,0,0,1,M,1,0
62,Female,33,25 - 45,Hispanic,1,0,0,1,M,1,0
62,Male,33,25 - 45,Caucasian,1,0,0,1,M,1,0
63,Male,48,Greater than 45,Caucasian,0,0,0,7,F,1,0
68,Female,39,25 - 45,Other,2,0,0,11,M,1,0
68,Male,39,25 - 45,Caucasian,2,0,0,11,M,1,0
69,Female,47,Greater than 45,African-American,1,0,0,8,F,1,0
70,Male,41,Greater than 45,Caucasian,0,0,0,1,F,0,1
71,Female,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
71,Female,47,Greater than 45,Hispanic,0,0,0,0,F,1,0
71,Male,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
77,Female,33,25 - 45,Caucasian,0,0,0,1,F,1,0
77,Female,33,25 - 45,Hispanic,0,0,0,1,F,1,0
77,Male,33,25 - 45,Caucasian,0,0,0,1,F,1,0
78,Female,48,Greater than 45,Caucasian,0,0,0,1,F,0,1
80,Male,49,Greater than 45,Native American,0,0,0,4,F,0,1
81,Female,33,25 - 45,Caucasian,0,0,0,2,F,1,0
81,Male,33,25 - 45,Caucasian,0,0,0,2,F,1,0
83,Female,38,25 - 45,Caucasian,2,0,0,9,M,0,1
83,Female,38,25 - 45,Native American,2,0,0,9,M,0,1
83,Male,38,25 - 45,Caucasian,2,0,0,9,M,0,1
85,Female,47,Greater than 45,Caucasian,0,0,0,1,F,0,1
85,Female,47,Greater than 45,Asian,0,0,0,1,F,0,1
85,Male,47,Greater than 45,Caucasian,0,0,0,1,F,0,1
86,Male,33,25 - 45,African-American,0,0,0,1,F,0,1
87,Female,36,25 - 45,Caucasian,1,0,0,2,F,0,1
92,Female,36,25 - 45,African-American,0,0,0,4,M,1,0
93,Female,33,25 - 45,African-American,0,0,0,2,F,0,1
94,Female,48,Greater than 45,Caucasian,1,0,0,1,F,0,1
96,Female,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
96,Male,47,Greater than 45,Caucasian,0,0,0,0,F,1,0
97,Female,48,Greater than 45,African-American,0,0,0,0,F,0,1
103,Female,46,Greater than 45,Caucasian,1,0,0,6,F,0,1
103,Female,46,Greater than 45,Hispanic,1,0,0,6,F,0,1
103,Male,46,Greater than 45,Caucasian,1,0,0,6,F,0,1
104,Male,33,25 - 45,Caucasian,1,0,0,10,F,1,0
105,Female,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
105,Female,46,Greater than 45,Native American,0,0,0,0,F,1,0
105,Male,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
106,Female,31,25 - 45,Caucasian,0,0,0,0,F,0,1
110,Female,46,Greater than 45,African-American,1,0,0,9,M,1,0
110,Male,46,Greater than 45,Caucasian,1,0,0,9,M,1,0
111,Female,33,25 - 45,Caucasian,1,1,0,3,F,1,0
111,Female,33,25 - 45,Asian,1,1,0,3,F,1,0
116,Female,45,Greater than 45,African-American,0,0,0,0,F,1,0
116,Male,45,Greater than 45,Caucasian,0,0,0,0,F,1,0
117,Female,38,25 - 45,Other,1,0,0,2,F,1,0
123,Female,32,25 - 45,Caucasian,0,0,0,0,F,0,1
124,Female,33,25 - 45,Caucasian,1,0,0,1,F,1,0
124,Female,33,25 - 45,African-American,1,0,0,1,F,1,0
124,Male,33,25 - 45,Caucasian,1,0,0,1,F,1,0
126,Female,36,25 - 45,Caucasian,0,0,0,4,F,0,1
126,Male,36,25 - 45,Caucasian,0,0,0,4,F,0,1
130,Female,31,25 - 45,Caucasian,0,0,0,1,M,0,1
130,Male,31,25 - 45,Caucasian,0,0,0,1,M,0,1
131,Female,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
131,Female,46,Greater than 45,African-American,0,0,0,0,F,1,0
131,Male,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
132,Female,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
132,Female,46,Greater than 45,African-American,0,0,0,0,F,1,0
132,Male,46,Greater than 45,Caucasian,0,0,0,0,F,1,0
134,Female,33,25 - 45,Caucasian,0,1,0,3,F,1,0
135,Female,46,Greater than 45,Asian,0,0,0,2,F,0,1
135,Male,46,Greater than 45,Asian,0,0,0,2,F,0,1
136,Female,36,25 - 45,Asian,0,0,0,4,F,1,0
136,Male,36,25 - 45,Asian,0,0,0,4,F,1,0
137,Female,31,25 - 45,African-American,0,0,0,1,F,0,1
137,Male,31,25 - 45,Caucasian,0,0,0,1,F,0,1
139,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
139,Female,39,25 - 45,African-American,0,0,0,0,F,0,1
142,Female,35,25 - 45,Caucasian,0,0,0,1,M,1,0
142,Female,35,25 - 45,Native American,0,0,0,1,M,1,0
146,Female,34,25 - 45,Native American,2,0,0,9,M,1,0
147,Female,33,25 - 45,Caucasian,0,0,0,0,F,0,1
148,Female,39,Greater than 45,African-American,0,0,0,0,F,1,0
148,Male,39,Greater than 45,Caucasian,0,0,0,0,F,1,0
149,Female,32,25 - 45,Caucasian,0,0,0,0,F,0,1
151,Male,40,25 - 45,Caucasian,1,0,0,15,M,1,0
152,Male,32,25 - 45,Caucasian,2,0,0,11,F,1,0
153,Female,40,25 - 45,Caucasian,1,0,0,7,F,1,0
154,Female,29,25 - 45,Hispanic,0,0,0,4,F,0,1
156,Female,40,25 - 45,Caucasian,0,0,0,0,M,1,0
156,Female,40,25 - 45,Asian,0,0,0,0,M,1,0
156,Male,40,25 - 45,Asian,0,0,0,0,M,1,0
159,Female,29,25 - 45,Caucasian,2,0,0,3,F,1,0
160,Female,39,25 - 45,Caucasian,1,0,0,8,F,0,1
160,Male,39,25 - 45,Caucasian,1,0,0,8,F,0,1
161,Male,27,25 - 45,Caucasian,0,0,0,1,M,0,1
165,Male,40,25 - 45,Caucasian,0,0,0,0,M,0,1
166,Female,41,25 - 45,Caucasian,1,0,0,1,F,0,1
167,Female,29,25 - 45,African-American,1,0,0,1,F,1,0
167,Male,29,25 - 45,Caucasian,1,0,0,1,F,1,0
168,Female,40,25 - 45,Caucasian,0,0,0,9,F,0,1
168,Female,40,25 - 45,Hispanic,0,0,0,9,F,0,1
168,Male,40,25 - 45,Caucasian,0,0,0,9,F,0,1
169,Female,29,25 - 45,Caucasian,0,0,0,6,M,1,0
169,Female,29,25 - 45,Asian,0,0,0,6,M,1,0
171,Female,40,Greater than 45,Caucasian,0,0,0,0,F,0,1
172,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
174,Female,27,25 - 45,Asian,1,0,0,1,F,1,0
174,Male,27,25 - 45,Caucasian,1,0,0,1,F,1,0
176,Female,29,25 - 45,Caucasian,0,0,0,4,M,0,1
176,Female,29,25 - 45,Asian,0,0,0,4,M,0,1
176,Male,29,25 - 45,Caucasian,0,0,0,4,M,0,1
177,Female,39,Greater than 45,Caucasian,0,0,0,8,F,0,1
177,Female,39,Greater than 45,Other,0,0,0,8,F,0,1
178,Female,29,25 - 45,Caucasian,0,0,0,1,F,0,1
180,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
183,Female,28,25 - 45,Caucasian,0,0,0,3,F,0,1
183,Male,28,25 - 45,Caucasian,0,0,0,3,F,0,1
184,Male,29,25 - 45,Asian,0,0,0,4,M,1,0
189,Female,31,25 - 45,Caucasian,0,0,0,6,F,0,1
189,Female,31,25 - 45,Asian,0,0,0,6,F,0,1
189,Male,31,25 - 45,Caucasian,0,0,0,6,F,0,1
190,Female,40,25 - 45,Caucasian,0,0,0,9,F,0,1
190,Female,40,25 - 45,Native American,0,0,0,9,F,0,1
190,Male,40,25 - 45,Caucasian,0,0,0,9,F,0,1
191,Female,40,Greater than 45,Caucasian,0,0,0,1,F,1,0
191,Female,40,Greater than 45,African-American,0,0,0,1,F,1,0
191,Male,40,Greater than 45,Native American,0,0,0,1,F,1,0
192,Male,29,25 - 45,Asian,1,0,0,4,F,0,1
193,Female,31,25 - 45,Caucasian,1,1,0,3,F,1,0
193,Female,31,25 - 45,Hispanic,1,1,0,3,F,1,0
195,Female,28,25 - 45,Hispanic,2,1,0,5,F,1,0
197,Female,29,25 - 45,Other,0,0,0,1,F,1,0
197,Male,29,25 - 45,Caucasian,0,0,0,1,F,1,0
198,Female,30,25 - 45,African-American,0,0,0,1,F,1,0
204,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
204,Female,22,Less than 25,Hispanic,0,0,0,1,M,1,0
204,Male,22,Less than 25,Caucasian,0,0,0,1,M,1,0
205,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
206,Male,25,25 - 45,Asian,1,0,0,9,F,1,0
207,Female,22,Less than 25,Caucasian,1,0,0,2,F,1,0
207,Female,22,Less than 25,Asian,1,0,0,2,F,1,0
207,Male,22,Less than 25,Caucasian,1,0,0,2,F,1,0
210,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
211,Female,25,25 - 45,Caucasian,0,0,0,2,F,0,1
211,Female,25,25 - 45,Other,0,0,0,2,F,0,1
212,Female,29,25 - 45,Caucasian,0,0,0,2,M,0,1
213,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
213,Male,22,Less than 25,Native American,0,0,0,0,F,0,1
214,Female,22,Less than 25,Caucasian,1,0,0,1,F,1,0
214,Female,22,Less than 25,Native American,1,0,0,1,F,1,0
215,Female,30,25 - 45,Caucasian,0,0,0,0,F,0,1
218,Female,22,Less than 25,Hispanic,0,1,0,4,F,1,0
219,Female,24,Less than 25,Caucasian,0,0,0,2,F,1,0
219,Female,24,Less than 25,Asian,0,0,0,2,F,1,0
220,Female,29,25 - 45,Caucasian,1,0,0,1,F,0,1
222,Female,22,Less than 25,Native American,1,0,0,0,F,1,0
223,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
225,Female,24,Less than 25,Caucasian,0,0,0,6,M,1,0
225,Female,24,Less than 25,Asian,0,0,0,6,M,1,0
226,Female,23,Less than 25,Caucasian,0,1,0,4,F,0,1
226,Female,23,Less than 25,Native American,0,1,0,4,F,0,1
226,Male,23,Less than 25,Caucasian,0,1,0,4,F,0,1
227,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
227,Female,21,Less than 25,Hispanic,0,0,0,0,F,1,0
229,Male,24,Less than 25,Caucasian,1,0,0,1,M,0,1
230,Female,21,25 - 45,Caucasian,1,0,0,1,F,1,0
230,Female,21,25 - 45,Hispanic,1,0,0,1,F,1,0
230,Male,21,25 - 45,Caucasian,1,0,0,1,F,1,0
231,Female,30,25 - 45,African-American,0,1,0,2,F,1,0
231,Male,30,25 - 45,Caucasian,0,1,0,2,F,1,0
232,Female,21,Less than 25,Hispanic,0,1,0,9,F,1,0
236,Male,24,Less than 25,Caucasian,1,0,0,1,F,0,1
237,Female,29,25 - 45,Caucasian,0,0,0,2,F,0,1
237,Female,29,25 - 45,Native American,0,0,0,2,F,0,1
238,Female,29,25 - 45,Hispanic,0,0,0,4,F,0,1
239,Female,22,Less than 25,Caucasian,0,0,0,0,F,0,1
240,Male,25,25 - 45,Other,0,0,0,0,F,0,1
243,Female,28,25 - 45,Caucasian,2,0,0,8,F,0,1
243,Female,28,25 - 45,Native American,2,0,0,8,F,0,1
243,Male,28,25 - 45,Caucasian,2,0,0,8,F,0,1
244,Female,24,Less than 25,Caucasian,2,1,0,3,F,1,0
246,Female,21,Less than 25,Caucasian,0,0,2,1,F,1,0
