original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
7,Female,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
7,Female,51,Greater than 45,Asian,0,0,0,2,F,1,0
7,Male,51,Greater than 45,Caucasian,0,0,0,2,F,1,0
12,Female,48,Greater than 45,Caucasian,0,0,0,3,F,1,0
12,Female,48,Greater than 45,Other,0,0,0,3,F,1,0
13,Female,48,Greater than 45,Asian,0,0,0,4,F,1,0
19,Female,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
19,Female,46,Greater than 45,Native American,0,0,0,1,F,1,0
19,Male,46,Greater than 45,Caucasian,0,0,0,1,F,1,0
20,Female,33,25 - 45,African-American,0,0,0,3,M,1,0
30,Female,24,Less than 25,Caucasian,0,0,0,0,F,1,0
30,Female,24,Less than 25,Hispanic,0,0,0,0,F,1,0
32,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
32,Female,22,Less than 25,Other,0,0,0,1,M,1,0
35,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
35,Female,21,Less than 25,Native American,0,0,0,0,F,1,0
38,Female,20,Less than 25,Caucasian,0,0,0,0,F,1,0
38,Female,20,Less than 25,Hispanic,0,0,0,0,F,1,0
41,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
41,Female,22,Less than 25,Other,0,0,0,0,F,1,0
44,Female,42,Greater than 45,Caucasian,0,0,0,0,F,1,0
44,Female,42,Greater than 45,African-American,0,0,0,0,F,1,0
44,Male,42,Greater than 45,Caucasian,0,0,0,0,F,1,0
46,Female,58,Greater than 45,Other,0,0,0,6,F,1,0
49,Female,58,Greater than 45,Caucasian,1,0,0,9,M,1,0
49,Female,58,Greater than 45,Other,1,0,0,9,M,1,0
50,Female,53,Greater than 45,Caucasian,0,0,0,3,F,1,0
50,Female,53,Greater than 45,Native American,0,0,0,3,F,1,0
50,Male,53,Greater than 45,Caucasian,0,0,0,3,F,1,0
75,Female,33,25 - 45,Asian,0,0,0,1,F,1,0
86,Female,29,25 - 45,Other,1,0,0,2,M,1,0
88,Female,30,25 - 45,Native American,0,0,0,1,F,1,0
89,Female,24,Less than 25,Caucasian,0,0,0,0,F,1,0
89,Female,24,Less than 25,Native American,0,0,0,0,F,1,0
90,Female,23,Less than 25,Caucasian,0,0,0,0,F,1,0
90,Female,23,Less than 25,Other,0,0,0,0,F,1,0
96,Female,25,Less than 25,Caucasian,0,0,0,0,M,1,0
96,Female,25,Less than 25,Native American,0,0,0,0,M,1,0
99,Female,59,Greater than 45,Caucasian,0,0,0,9,M,1,0
99,Female,59,Greater than 45,Asian,0,0,0,9,M,1,0
133,Female,34,25 - 45,Caucasian,0,0,0,1,F,0,1
133,Male,34,25 - 45,Caucasian,0,0,0,1,F,0,1
138,Female,29,25 - 45,Asian,0,0,0,1,F,1,0
141,Male,22,Less than 25,Other,0,0,0,0,M,0,1
141,Male,22,Less than 25,Caucasian,0,0,0,0,M,0,1
145,Female,24,Less than 25,Caucasian,0,0,0,1,F,1,0
147,Female,22,Less than 25,Caucasian,1,0,0,0,F,1,0
148,Female,19,Less than 25,Caucasian,0,0,0,0,F,1,0
149,Female,20,Less than 25,Caucasian,0,0,0,1,M,1,0
151,Male,23,Less than 25,Caucasian,0,0,2,0,M,0,1
151,Male,23,Less than 25,Asian,0,0,2,0,M,0,1
154,Female,23,Less than 25,Caucasian,2,0,0,0,F,1,0
155,Male,42,Greater than 45,Other,0,0,0,1,F,0,1
156,Male,59,Greater than 45,Caucasian,0,0,0,9,M,0,1
156,Male,59,Greater than 45,Other,0,0,0,9,M,0,1
178,Female,48,Greater than 45,Caucasian,0,0,0,3,F,1,0
178,Female,48,Greater than 45,Hispanic,0,0,0,3,F,1,0
188,Female,46,Greater than 45,Caucasian,0,0,0,2,F,1,0
188,Female,46,Greater than 45,African-American,0,0,0,2,F,1,0
188,Male,46,Greater than 45,Native American,0,0,0,2,F,1,0
190,Female,29,25 - 45,African-American,0,0,0,0,F,1,0
195,Female,30,25 - 45,Native American,0,0,0,2,M,1,0
197,Female,23,Less than 25,Caucasian,0,0,1,1,M,1,0
199,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
199,Female,22,Less than 25,Native American,0,0,0,0,F,1,0
204,Female,20,Less than 25,Caucasian,0,0,0,0,F,1,0
208,Female,19,Less than 25,Caucasian,0,0,0,0,M,1,0
208,Female,19,Less than 25,Asian,0,0,0,0,M,1,0
209,Female,24,Less than 25,Caucasian,2,0,1,1,F,1,0
209,Female,24,Less than 25,Hispanic,2,0,1,1,F,1,0
212,Male,51,Greater than 45,African-American,0,0,0,4,M,0,1
216,Female,43,Greater than 45,Caucasian,0,0,0,0,F,1,0
216,Female,43,Greater than 45,Other,0,0,0,0,F,1,0
216,Male,43,Greater than 45,Caucasian,0,0,0,0,F,1,0
227,Female,38,25 - 45,Caucasian,0,0,0,2,F,0,1
227,Male,38,25 - 45,Caucasian,0,0,0,2,F,0,1
238,Female,40,Greater than 45,Caucasian,0,0,0,1,F,1,0
238,Female,40,Greater than 45,Asian,0,0,0,1,F,1,0
241,Female,33,25 - 45,Other,0,0,0,1,F,1,0
241,Male,33,25 - 45,Other,0,0,0,1,F,1,0
246,Male,39,Greater than 45,African-American,0,0,0,0,F,0,1
248,Female,27,25 - 45,Asian,0,0,0,2,M,1,0
251,Male,27,25 - 45,African-American,0,0,0,0,F,0,1
251,Female,27,25 - 45,Caucasian,0,0,0,0,F,0,1
251,Male,27,25 - 45,Caucasian,0,0,0,0,F,0,1
256,Male,30,25 - 45,African-American,0,0,0,0,F,0,1
256,Male,30,25 - 45,Caucasian,0,0,0,0,F,0,1
257,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
258,Male,23,Less than 25,Caucasian,0,0,0,0,M,0,1
258,Male,23,Less than 25,Asian,0,0,0,0,M,0,1
262,Female,19,Less than 25,Caucasian,0,0,0,0,F,1,0
263,Female,23,Less than 25,Caucasian,0,0,1,1,F,1,0
266,Female,19,Less than 25,Caucasian,0,0,0,0,F,1,0
281,Male,52,Greater than 45,Caucasian,0,0,0,8,M,0,1
281,Male,52,Greater than 45,Asian,0,0,0,8,M,0,1
303,Male,29,25 - 45,African-American,0,0,0,1,F,0,1
303,Female,29,25 - 45,Caucasian,0,0,0,1,F,0,1
303,Male,29,25 - 45,Caucasian,0,0,0,1,F,0,1
304,Male,41,Greater than 45,Caucasian,0,0,0,2,F,0,1
304,Male,41,Greater than 45,Native American,0,0,0,2,F,0,1
305,Male,40,Greater than 45,Caucasian,0,0,0,2,F,0,1
305,Male,40,Greater than 45,Other,0,0,0,2,F,0,1
308,Female,29,25 - 45,Caucasian,0,0,0,0,F,0,1
308,Male,29,25 - 45,Caucasian,0,0,0,0,F,0,1
309,Female,22,Less than 25,Caucasian,1,0,0,1,F,1,0
320,Male,25,Less than 25,Asian,1,0,0,2,M,0,1
320,Male,25,Less than 25,Caucasian,1,0,0,2,M,0,1
322,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
328,Male,50,Greater than 45,Caucasian,0,0,0,4,F,0,1
328,Male,50,Greater than 45,Hispanic,0,0,0,4,F,0,1
335,Male,54,Greater than 45,African-American,0,0,0,3,F,0,1
344,Male,36,25 - 45,Other,0,0,0,2,F,0,1
344,Female,36,25 - 45,Caucasian,0,0,0,2,F,0,1
344,Male,36,25 - 45,Caucasian,0,0,0,2,F,0,1
356,Female,38,Greater than 45,Caucasian,2,0,0,2,F,1,0
360,Female,29,25 - 45,Caucasian,0,0,0,0,F,0,1
360,Male,29,25 - 45,Caucasian,0,0,0,0,F,0,1
