original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
9,Female,37,25 - 45,Caucasian,0,1,0,6,F,1,0
9,Female,37,25 - 45,Hispanic,0,1,0,6,F,1,0
24,Female,37,25 - 45,Asian,1,0,0,9,F,1,0
26,Female,51,Greater than 45,Caucasian,1,0,0,9,F,1,0
26,Female,51,Greater than 45,Hispanic,1,0,0,9,F,1,0
32,Female,51,Greater than 45,Caucasian,1,0,0,9,F,1,0
39,Female,52,Greater than 45,Caucasian,0,0,0,8,F,1,0
39,Female,52,Greater than 45,Other,0,0,0,8,F,1,0
43,Female,50,Greater than 45,Caucasian,0,0,0,9,F,1,0
43,Female,50,Greater than 45,Hispanic,0,0,0,9,F,1,0
44,Female,51,Greater than 45,Caucasian,0,0,0,10,M,1,0
44,Female,51,Greater than 45,Asian,0,0,0,10,M,1,0
44,Male,51,Greater than 45,Hispanic,0,0,0,10,M,1,0
50,Female,37,25 - 45,Asian,0,1,0,9,F,1,0
63,Female,48,Greater than 45,Caucasian,0,0,0,7,F,1,0
63,Female,48,Greater than 45,African-American,0,0,0,7,F,1,0
69,Female,47,Greater than 45,Caucasian,1,0,0,8,F,1,0
76,Female,48,Greater than 45,Native American,1,0,0,9,F,1,0
83,Female,38,25 - 45,Caucasian,2,0,0,9,M,1,0
83,Female,38,25 - 45,Other,2,0,0,9,M,1,0
88,Female,48,Greater than 45,Native American,1,0,0,9,F,1,0
103,Female,46,Greater than 45,Caucasian,1,0,0,6,F,1,0
103,Female,46,Greater than 45,African-American,1,0,0,6,F,1,0
110,Female,46,Greater than 45,Caucasian,1,0,0,9,M,1,0
110,Female,46,Greater than 45,African-American,1,0,0,9,M,1,0
111,Female,33,25 - 45,Caucasian,1,1,0,3,F,1,0
111,Female,33,25 - 45,Asian,1,1,0,3,F,1,0
111,Male,33,25 - 45,Caucasian,1,1,0,3,F,1,0
114,Female,32,25 - 45,Hispanic,0,0,0,9,M,1,0
128,Female,33,25 - 45,Caucasian,0,0,0,4,F,1,0
128,Female,33,25 - 45,African-American,0,0,0,4,F,1,0
128,Male,33,25 - 45,Other,0,0,0,4,F,1,0
143,Female,47,Greater than 45,Caucasian,1,0,0,8,F,1,0
143,Female,47,Greater than 45,Hispanic,1,0,0,8,F,1,0
153,Female,40,25 - 45,Caucasian,1,0,0,7,F,1,0
153,Female,40,25 - 45,Other,1,0,0,7,F,1,0
154,Female,29,25 - 45,Caucasian,0,0,0,4,F,1,0
154,Female,29,25 - 45,African-American,0,0,0,4,F,1,0
159,Female,29,25 - 45,Caucasian,2,0,0,3,F,1,0
159,Female,29,25 - 45,Hispanic,2,0,0,3,F,1,0
168,Female,40,25 - 45,Asian,0,0,0,9,F,1,0
169,Female,29,25 - 45,Caucasian,0,0,0,6,M,1,0
169,Female,29,25 - 45,Other,0,0,0,6,M,1,0
183,Female,28,25 - 45,Caucasian,0,0,0,3,F,1,0
183,Female,28,25 - 45,Native American,0,0,0,3,F,1,0
189,Female,31,25 - 45,Hispanic,0,0,0,6,F,1,0
190,Female,40,25 - 45,Native American,0,0,0,9,F,1,0
192,Female,29,25 - 45,Caucasian,1,0,0,4,F,1,0
192,Female,29,25 - 45,Native American,1,0,0,4,F,1,0
193,Female,31,25 - 45,Caucasian,1,1,0,3,F,1,0
193,Female,31,25 - 45,African-American,1,1,0,3,F,1,0
195,Female,28,25 - 45,Asian,2,1,0,5,F,1,0
199,Female,23,Less than 25,Caucasian,0,0,0,2,M,1,0
199,Female,23,Less than 25,Hispanic,0,0,0,2,M,1,0
199,Male,23,Less than 25,Native American,0,0,0,2,M,1,0
200,Female,24,Less than 25,Asian,1,0,0,4,F,1,0
204,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
204,Female,22,Less than 25,Asian,0,0,0,1,M,1,0
204,Male,22,Less than 25,Caucasian,0,0,0,1,M,1,0
205,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
205,Female,22,Less than 25,Native American,0,0,0,0,F,1,0
