original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
26,Female,31,25 - 45,Caucasian,0,0,0,4,F,1,0
26,Female,31,25 - 45,African-American,0,0,0,4,F,1,0
30,Female,24,Less than 25,Caucasian,0,0,0,0,F,1,0
30,Female,24,Less than 25,Native American,0,0,0,0,F,1,0
30,Male,24,Less than 25,Asian,0,0,0,0,F,1,0
32,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
32,Female,22,Less than 25,African-American,0,0,0,1,M,1,0
32,Male,22,Less than 25,Caucasian,0,0,0,1,M,1,0
35,Female,21,Less than 25,Caucasian,0,0,0,0,F,1,0
35,Female,21,Less than 25,Native American,0,0,0,0,F,1,0
38,Female,20,Less than 25,Caucasian,0,0,0,0,F,1,0
38,Female,20,Less than 25,Asian,0,0,0,0,F,1,0
41,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
41,Female,22,Less than 25,Other,0,0,0,0,F,1,0
42,Female,19,Less than 25,Native American,1,0,0,1,F,1,0
43,Female,52,Greater than 45,Caucasian,0,1,0,9,F,1,0
43,Female,52,Greater than 45,African-American,0,1,0,9,F,1,0
54,Female,53,Greater than 45,Caucasian,1,0,0,9,F,1,0
54,Female,53,Greater than 45,African-American,1,0,0,9,F,1,0
55,Female,42,25 - 45,Caucasian,1,0,0,6,F,1,0
55,Female,42,25 - 45,Hispanic,1,0,0,6,F,1,0
55,Male,42,25 - 45,Caucasian,1,0,0,6,F,1,0
62,Female,36,25 - 45,Caucasian,2,0,0,4,F,1,0
62,Female,36,25 - 45,Asian,2,0,0,4,F,1,0
70,Female,48,Greater than 45,Caucasian,0,0,0,7,F,1,0
70,Female,48,Greater than 45,Hispanic,0,0,0,7,F,1,0
82,Female,29,25 - 45,Caucasian,0,0,0,5,F,1,0
82,Female,29,25 - 45,Asian,0,0,0,5,F,1,0
87,Female,25,25 - 45,Caucasian,0,0,0,3,F,1,0
87,Female,25,25 - 45,Other,0,0,0,3,F,1,0
89,Female,24,Less than 25,Caucasian,0,0,0,0,F,1,0
89,Female,24,Less than 25,Native American,0,0,0,0,F,1,0
90,Female,23,Less than 25,Caucasian,0,0,0,0,F,1,0
90,Female,23,Less than 25,Hispanic,0,0,0,0,F,1,0
92,Female,23,Less than 25,Hispanic,0,0,2,1,F,1,0
98,Female,24,Less than 25,Other,2,0,0,2,F,1,0
103,Female,57,Greater than 45,Caucasian,1,0,0,9,F,1,0
103,Female,57,Greater than 45,Hispanic,1,0,0,9,F,1,0
107,Female,41,25 - 45,Caucasian,0,0,0,8,M,1,0
107,Female,41,25 - 45,Hispanic,0,0,0,8,M,1,0
107,Male,41,25 - 45,Caucasian,0,0,0,8,M,1,0
131,Male,46,Greater than 45,Caucasian,0,0,0,7,F,0,1
131,Male,46,Greater than 45,Native American,0,0,0,7,F,0,1
139,Male,26,25 - 45,Caucasian,0,0,0,3,F,0,1
144,Female,23,Less than 25,Native American,0,0,0,2,F,1,0
145,Male,24,Less than 25,Other,0,0,0,1,F,0,1
145,Male,24,Less than 25,Caucasian,0,0,0,1,F,0,1
147,Male,22,Less than 25,Caucasian,1,0,0,0,F,0,1
148,Male,19,Less than 25,Caucasian,0,0,0,0,F,0,1
149,Male,20,Less than 25,Caucasian,0,0,0,1,M,0,1
151,Male,23,Less than 25,Caucasian,0,0,2,0,M,0,1
154,Male,23,Less than 25,Native American,2,0,0,0,F,0,1
154,Male,23,Less than 25,Caucasian,2,0,0,0,F,0,1
164,Male,52,Greater than 45,Asian,0,0,0,10,F,1,0
164,Female,52,Greater than 45,Caucasian,0,0,0,10,F,1,0
172,Female,50,Greater than 45,Caucasian,0,0,0,9,F,1,0
172,Female,50,Greater than 45,Other,0,0,0,9,F,1,0
174,Female,51,Greater than 45,Asian,0,0,0,10,F,1,0
187,Female,34,25 - 45,Asian,0,0,0,9,F,1,0
189,Female,46,Greater than 45,Caucasian,0,0,0,10,M,1,0
189,Female,46,Greater than 45,Hispanic,0,0,0,10,M,1,0
197,Female,23,Less than 25,Caucasian,0,0,1,1,M,1,0
197,Female,23,Less than 25,Native American,0,0,1,1,M,1,0
198,Female,25,25 - 45,Caucasian,0,0,0,4,F,1,0
198,Female,25,25 - 45,Other,0,0,0,4,F,1,0
199,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
199,Female,22,Less than 25,Native American,0,0,0,0,F,1,0
204,Female,20,Less than 25,Caucasian,0,0,0,0,F,1,0
204,Female,20,Less than 25,Native American,0,0,0,0,F,1,0
208,Female,19,Less than 25,Caucasian,0,0,0,0,M,1,0
208,Female,19,Less than 25,Asian,0,0,0,0,M,1,0
208,Male,19,Less than 25,Caucasian,0,0,0,0,M,1,0
209,Female,24,Less than 25,Hispanic,2,0,1,1,F,1,0
214,Female,62,Greater than 45,Caucasian,0,0,0,11,F,1,0
214,Female,62,Greater than 45,Other,0,0,0,11,F,1,0
247,Male,31,25 - 45,African-American,0,1,0,4,F,0,1
247,Male,31,25 - 45,Caucasian,0,1,0,4,F,0,1
249,Male,29,25 - 45,Caucasian,0,0,0,5,F,0,1
254,Female,26,25 - 45,Caucasian,1,0,0,1,F,1,0
254,Female,26,25 - 45,Hispanic,1,0,0,1,F,1,0
254,Male,26,25 - 45,Caucasian,1,0,0,1,F,1,0
257,Male,21,Less than 25,African-American,0,0,0,0,F,0,1
257,Male,21,Less than 25,Caucasian,0,0,0,0,F,0,1
260,Female,22,Less than 25,Asian,2,0,1,1,F,1,0
262,Male,19,Less than 25,Native American,0,0,0,0,F,0,1
262,Male,19,Less than 25,Caucasian,0,0,0,0,F,0,1
263,Female,23,Less than 25,Native American,0,0,1,1,F,1,0
266,Male,19,Less than 25,Caucasian,0,0,0,0,F,0,1
272,Male,50,Greater than 45,African-American,0,0,0,9,M,0,1
276,Female,53,Greater than 45,Asian,1,0,0,10,F,1,0
284,Male,39,25 - 45,Other,0,0,0,9,M,0,1
284,Male,39,25 - 45,Caucasian,0,0,0,9,M,0,1
291,Male,48,Greater than 45,Caucasian,0,0,0,10,M,0,1
298,Female,47,Greater than 45,Hispanic,0,0,0,10,F,1,0
302,Male,28,25 - 45,Caucasian,0,0,0,6,M,0,1
309,Female,22,Less than 25,Caucasian,1,0,0,1,F,1,0
312,Female,25,Less than 25,Caucasian,1,0,0,2,F,1,0
314,Female,30,25 - 45,Caucasian,0,0,0,5,F,1,0
318,Female,29,25 - 45,Asian,1,0,0,5,F,1,0
320,Male,25,Less than 25,Caucasian,1,0,0,2,M,0,1
322,Male,21,Less than 25,African-American,0,0,0,0,F,0,1
322,Male,21,Less than 25,Caucasian,0,0,0,0,F,0,1
324,Male,43,Greater than 45,African-American,0,0,0,6,F,0,1
324,Male,43,Greater than 45,Caucasian,0,0,0,6,F,0,1
333,Female,39,25 - 45,Caucasian,2,0,0,9,M,1,0
354,Male,33,25 - 45,Other,0,0,0,5,F,0,1
354,Male,33,25 - 45,Caucasian,0,0,0,5,F,0,1
358,Male,41,Greater than 45,Caucasian,0,0,0,6,F,0,1
366,Male,22,Less than 25,Other,0,0,0,0,F,0,1
366,Male,22,Less than 25,Caucasian,0,0,0,0,F,0,1
368,Male,22,25 - 45,Caucasian,2,0,0,1,F,0,1
369,Male,29,Greater than 45,Native American,0,0,0,4,F,0,1
369,Female,29,Greater than 45,Caucasian,0,0,0,4,F,0,1
369,Male,29,Greater than 45,Caucasian,0,0,0,4,F,0,1
370,Male,24,Less than 25,Caucasian,0,0,0,0,F,0,1
381,Male,43,Greater than 45,Caucasian,1,0,0,6,F,0,1
384,Male,60,Greater than 45,Caucasian,0,0,0,10,F,0,1
389,Male,42,25 - 45,Caucasian,2,0,0,6,F,0,1
393,Female,48,Greater than 45,Caucasian,0,0,0,7,F,1,0
393,Female,48,Greater than 45,Native American,0,0,0,7,F,1,0
396,Female,20,Less than 25,Asian,2,0,0,2,F,1,0
400,Female,22,Less than 25,Other,0,0,1,1,F,1,0
405,Male,59,Greater than 45,African-American,0,0,0,10,F,0,1
405,Male,59,Greater than 45,Caucasian,0,0,0,10,F,0,1
415,Male,19,Less than 25,African-American,0,0,0,1,F,0,1
415,Female,19,Less than 25,Caucasian,0,0,0,1,F,0,1
415,Male,19,Less than 25,Caucasian,0,0,0,1,F,0,1
423,Female,23,Less than 25,Asian,0,0,2,1,F,1,0
424,Male,56,Greater than 45,Caucasian,0,0,0,9,F,0,1
426,Female,51,Greater than 45,Caucasian,0,0,0,9,F,1,0
426,Female,51,Greater than 45,African-American,0,0,0,9,F,1,0
428,Female,33,25 - 45,Asian,1,0,0,10,M,1,0
429,Female,28,25 - 45,Caucasian,2,0,0,4,F,1,0
429,Female,28,25 - 45,Other,2,0,0,4,F,1,0
430,Female,24,Less than 25,Caucasian,0,0,0,2,M,1,0
430,Female,24,Less than 25,Hispanic,0,0,0,2,M,1,0
430,Male,24,Less than 25,Other,0,0,0,2,M,1,0
431,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
431,Female,22,Less than 25,Native American,0,0,0,0,F,1,0
432,Female,19,Less than 25,Caucasian,0,0,0,0,F,1,0
432,Female,19,Less than 25,Native American,0,0,0,0,F,1,0
440,Female,19,Less than 25,Caucasian,0,0,0,0,F,1,0
440,Female,19,Less than 25,African-American,0,0,0,0,F,1,0
447,Male,33,25 - 45,Caucasian,0,0,0,4,F,0,1
447,Male,33,25 - 45,African-American,0,0,0,4,F,0,1
455,Male,54,Greater than 45,Caucasian,2,1,0,9,F,0,1
455,Male,54,Greater than 45,Other,2,1,0,9,F,0,1
457,Female,33,25 - 45,Caucasian,1,0,1,2,F,1,0
457,Female,33,25 - 45,Hispanic,1,0,1,2,F,1,0
457,Male,33,25 - 45,Caucasian,1,0,1,2,F,1,0
466,Female,51,Greater than 45,Caucasian,0,0,0,8,F,1,0
466,Female,51,Greater than 45,Asian,0,0,0,8,F,1,0
473,Female,24,25 - 45,Caucasian,1,0,0,1,F,1,0
473,Female,24,25 - 45,African-American,1,0,0,1,F,1,0
482,Male,23,Less than 25,Caucasian,0,0,0,0,F,0,1
488,Male,33,25 - 45,Caucasian,0,0,0,4,F,0,1
494,Male,22,Less than 25,Native American,0,0,0,0,F,0,1
494,Male,22,Less than 25,Caucasian,0,0,0,0,F,0,1
495,Male,24,Less than 25,Caucasian,0,0,0,0,F,0,1
507,Female,48,Greater than 45,Asian,0,0,0,10,F,1,0
511,Female,39,25 - 45,Native American,1,0,0,8,F,1,0
517,Male,22,Less than 25,African-American,2,0,0,0,F,0,1
517,Male,22,Less than 25,Caucasian,2,0,0,0,F,0,1
521,Female,48,Greater than 45,Caucasian,1,0,0,9,M,1,0
521,Female,48,Greater than 45,Asian,1,0,0,9,M,1,0
522,Female,40,Greater than 45,Caucasian,1,0,0,4,F,1,0
522,Female,40,Greater than 45,Other,1,0,0,4,F,1,0
524,Female,48,Greater than 45,Caucasian,0,0,0,6,F,1,0
524,Female,48,Greater than 45,Other,0,0,0,6,F,1,0
524,Male,48,Greater than 45,Caucasian,0,0,0,6,F,1,0
527,Female,31,25 - 45,Caucasian,2,0,0,5,F,1,0
527,Female,31,25 - 45,Native American,2,0,0,5,F,1,0
530,Female,46,Greater than 45,Caucasian,0,0,0,6,F,1,0
530,Female,46,Greater than 45,Native American,0,0,0,6,F,1,0
532,Female,29,25 - 45,Caucasian,0,0,0,4,F,1,0
532,Female,29,25 - 45,Hispanic,0,0,0,4,F,1,0
533,Female,27,25 - 45,Caucasian,0,0,0,2,F,1,0
533,Female,27,25 - 45,Hispanic,0,0,0,2,F,1,0
533,Male,27,25 - 45,Caucasian,0,0,0,2,F,1,0
534,Female,29,25 - 45,Caucasian,1,0,0,4,F,1,0
534,Female,29,25 - 45,African-American,1,0,0,4,F,1,0
535,Female,40,25 - 45,Caucasian,1,0,0,9,M,1,0
535,Female,40,25 - 45,Native American,1,0,0,9,M,1,0
537,Female,29,25 - 45,Caucasian,0,1,0,2,F,1,0
537,Female,29,25 - 45,Hispanic,0,1,0,2,F,1,0
537,Male,29,25 - 45,Caucasian,0,1,0,2,F,1,0
544,Female,23,Less than 25,Caucasian,0,0,0,0,F,1,0
544,Female,23,Less than 25,Asian,0,0,0,0,F,1,0
545,Female,19,Less than 25,Caucasian,0,0,0,1,M,1,0
545,Female,19,Less than 25,Hispanic,0,0,0,1,M,1,0
546,Female,19,Less than 25,Caucasian,1,0,0,1,M,1,0
546,Female,19,Less than 25,African-American,1,0,0,1,M,1,0
546,Male,19,Less than 25,Asian,1,0,0,1,M,1,0
562,Female,50,Greater than 45,Caucasian,1,0,0,9,F,1,0
574,Female,32,25 - 45,Caucasian,1,0,0,3,F,1,0
574,Female,32,25 - 45,African-American,1,0,0,3,F,1,0
574,Male,32,25 - 45,Caucasian,1,0,0,3,F,1,0
575,Female,22,Less than 25,Caucasian,0,0,0,1,M,1,0
575,Female,22,Less than 25,Hispanic,0,0,0,1,M,1,0
575,Male,22,Less than 25,Caucasian,0,0,0,1,M,1,0
576,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
576,Female,22,Less than 25,Hispanic,0,0,0,0,F,1,0
579,Female,24,Less than 25,Caucasian,0,0,0,0,F,1,0
579,Female,24,Less than 25,African-American,0,0,0,0,F,1,0
579,Male,24,Less than 25,Other,0,0,0,0,F,1,0
580,Female,25,Less than 25,Native American,2,0,0,2,F,1,0
581,Female,19,Less than 25,Caucasian,1,0,0,1,M,1,0
581,Female,19,Less than 25,African-American,1,0,0,1,M,1,0
582,Female,23,Less than 25,Caucasian,2,0,0,0,F,1,0
582,Female,23,Less than 25,Other,2,0,0,0,F,1,0
584,Female,22,Less than 25,Caucasian,0,0,0,0,F,1,0
584,Female,22,Less than 25,Asian,0,0,0,0,F,1,0
589,Female,53,Greater than 45,Caucasian,1,0,0,9,F,1,0
589,Female,53,Greater than 45,Native American,1,0,0,9,F,1,0
591,Male,37,25 - 45,Caucasian,2,1,0,6,F,0,1
597,Female,38,25 - 45,Caucasian,0,0,0,6,F,1,0
597,Female,38,25 - 45,Hispanic,0,0,0,6,F,1,0
609,Male,21,Less than 25,Caucasian,0,0,2,0,M,0,1
619,Female,59,Greater than 45,Caucasian,0,0,0,10,F,1,0
619,Female,59,Greater than 45,Native American,0,0,0,10,F,1,0
627,Male,33,25 - 45,Caucasian,0,0,0,4,F,0,1
633,Female,23,Less than 25,Caucasian,1,0,0,1,F,1,0
641,Female,39,25 - 45,Caucasian,0,1,0,6,F,1,0
641,Female,39,25 - 45,African-American,0,1,0,6,F,1,0
642,Male,48,Greater than 45,African-American,0,0,0,7,F,0,1
642,Male,48,Greater than 45,Caucasian,0,0,0,7,F,0,1
646,Female,53,Greater than 45,Caucasian,0,0,0,9,F,1,0
646,Female,53,Greater than 45,Other,0,0,0,9,F,1,0
650,Male,23,Less than 25,African-American,0,0,2,1,F,0,1
650,Female,23,Less than 25,Caucasian,0,0,2,1,F,0,1
650,Male,23,Less than 25,Caucasian,0,0,2,1,F,0,1
655,Female,59,Greater than 45,Caucasian,0,0,0,10,F,1,0
655,Female,59,Greater than 45,Hispanic,0,0,0,10,F,1,0
656,Female,39,Greater than 45,Caucasian,0,0,0,6,F,1,0
656,Female,39,Greater than 45,Other,0,0,0,6,F,1,0
667,Female,29,25 - 45,Caucasian,0,0,0,6,M,1,0
667,Female,29,25 - 45,African-American,0,0,0,6,M,1,0
668,Female,19,Less than 25,Caucasian,0,0,0,0,M,1,0
