original_index,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,original_prediction,alternative_prediction
1,Male,50,Greater than 45,Caucasian,0,0,0,10,F,1,0
2,Male,51,Greater than 45,Caucasian,0,0,0,4,F,0,1
12,Female,51,Greater than 45,Hispanic,0,0,0,2,F,1,0
14,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
15,Male,52,Greater than 45,Hispanic,0,0,0,4,M,0,1
16,Male,51,Greater than 45,African-American,0,0,0,3,F,1,0
17,Female,51,Greater than 45,African-American,0,0,0,10,M,1,0
18,Female,37,25 - 45,Caucasian,1,0,0,3,F,0,1
19,Female,51,Greater than 45,African-American,0,0,0,3,F,1,0
19,Male,51,Greater than 45,Other,0,0,0,3,F,1,0
22,Male,51,Greater than 45,Hispanic,0,0,0,0,F,0,1
23,Male,39,25 - 45,Hispanic,0,0,0,4,F,1,0
24,Male,39,25 - 45,Other,0,0,0,6,M,1,0
25,Female,37,25 - 45,Caucasian,1,1,0,3,F,1,0
25,Female,37,25 - 45,Asian,1,1,0,3,F,1,0
25,Male,37,25 - 45,Caucasian,1,1,0,3,F,1,0
26,Female,52,Greater than 45,Caucasian,0,0,0,8,F,1,0
26,Male,52,Greater than 45,Caucasian,0,0,0,8,F,1,0
27,Female,50,Greater than 45,Caucasian,0,0,0,0,M,0,1
28,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
28,Female,51,Greater than 45,Asian,0,0,0,0,F,1,0
28,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
29,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
29,Female,51,Greater than 45,Other,0,0,0,0,F,1,0
29,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
30,Female,51,Greater than 45,Caucasian,0,0,0,0,M,0,1
32,Male,39,25 - 45,Caucasian,1,0,0,6,F,1,0
33,Female,39,25 - 45,Caucasian,2,0,0,11,F,0,1
33,Female,39,25 - 45,Hispanic,2,0,0,11,F,0,1
33,Male,39,25 - 45,Caucasian,2,0,0,11,F,0,1
34,Female,39,25 - 45,Caucasian,2,0,0,3,F,1,0
34,Female,39,25 - 45,Hispanic,2,0,0,3,F,1,0
36,Female,52,Greater than 45,Caucasian,1,0,0,1,M,1,0
36,Female,52,Greater than 45,Native American,1,0,0,1,M,1,0
36,Male,52,Greater than 45,Caucasian,1,0,0,1,M,1,0
37,Female,52,Greater than 45,Caucasian,0,0,0,0,M,1,0
37,Female,52,Greater than 45,Asian,0,0,0,0,M,1,0
37,Male,52,Greater than 45,Caucasian,0,0,0,0,M,1,0
38,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
38,Female,51,Greater than 45,Hispanic,0,0,0,0,F,1,0
38,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
39,Female,37,25 - 45,Asian,2,0,0,15,F,1,0
41,Female,38,25 - 45,African-American,1,0,0,9,F,1,0
43,Female,51,Greater than 45,Caucasian,0,0,0,1,M,1,0
43,Female,51,Greater than 45,Hispanic,0,0,0,1,M,1,0
43,Male,51,Greater than 45,Caucasian,0,0,0,1,M,1,0
44,Female,51,Greater than 45,Caucasian,0,0,0,1,M,1,0
44,Female,51,Greater than 45,Native American,0,0,0,1,M,1,0
44,Male,51,Greater than 45,Caucasian,0,0,0,1,M,1,0
45,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
45,Female,51,Greater than 45,Asian,0,0,0,0,F,1,0
45,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
46,Female,51,Greater than 45,Caucasian,0,0,0,0,M,0,1
48,Female,37,25 - 45,African-American,1,0,0,15,F,1,0
49,Male,51,Greater than 45,Caucasian,0,0,0,4,F,0,1
50,Male,51,Greater than 45,Caucasian,0,0,0,2,M,0,1
52,Female,38,25 - 45,Caucasian,0,0,0,1,M,0,1
58,Female,51,Greater than 45,Caucasian,0,0,0,7,F,1,0
59,Female,36,25 - 45,Native American,0,0,0,2,F,1,0
59,Male,36,25 - 45,Caucasian,0,0,0,2,F,1,0
60,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
60,Female,51,Greater than 45,Native American,0,0,0,0,F,1,0
60,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
61,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
62,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
63,Female,52,Greater than 45,Hispanic,0,0,0,4,F,0,1
63,Male,52,Greater than 45,Caucasian,0,0,0,4,F,0,1
64,Female,52,Greater than 45,Caucasian,0,0,0,6,M,1,0
64,Female,52,Greater than 45,Other,0,0,0,6,M,1,0
64,Male,52,Greater than 45,Caucasian,0,0,0,6,M,1,0
65,Female,52,Greater than 45,Caucasian,0,0,0,7,F,1,0
66,Female,50,Greater than 45,Hispanic,0,0,0,8,F,0,1
66,Male,50,Greater than 45,Hispanic,0,0,0,8,F,0,1
69,Female,39,25 - 45,Caucasian,0,0,0,0,F,0,1
72,Male,51,Greater than 45,Hispanic,0,0,0,16,F,1,0
73,Female,36,25 - 45,Hispanic,1,0,0,4,F,1,0
74,Female,51,Greater than 45,Caucasian,2,0,0,4,F,1,0
74,Female,51,Greater than 45,Native American,2,0,0,4,F,1,0
78,Female,51,Greater than 45,Caucasian,0,0,0,0,M,0,1
79,Female,39,25 - 45,African-American,0,0,0,4,F,1,0
80,Female,39,25 - 45,Caucasian,1,0,0,6,F,0,1
80,Female,39,25 - 45,Native American,1,0,0,6,F,0,1
80,Male,39,25 - 45,Hispanic,1,0,0,6,F,0,1
82,Female,36,25 - 45,Caucasian,0,0,0,3,M,1,0
82,Male,36,25 - 45,Caucasian,0,0,0,3,M,1,0
84,Female,51,Greater than 45,Caucasian,0,0,0,2,F,0,1
84,Female,51,Greater than 45,Asian,0,0,0,2,F,0,1
84,Male,51,Greater than 45,Caucasian,0,0,0,2,F,0,1
85,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
85,Female,51,Greater than 45,Native American,0,0,0,0,F,1,0
85,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
86,Female,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
86,Female,51,Greater than 45,Native American,0,0,0,0,F,1,0
86,Male,51,Greater than 45,Caucasian,0,0,0,0,F,1,0
87,Female,39,25 - 45,Caucasian,1,0,0,4,M,0,1
87,Female,39,25 - 45,Other,1,0,0,4,M,0,1
