Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A14,34,A32,A41,7550,A65,A75,4,Male,A101,2,A123,48,A143,A152,1,A174,1,A192,A201
A11,8,A34,A40,1285,A61,A73,3,Male,A101,3,A124,46,A143,A151,3,A173,2,A191,A201
A11,6,A34,A43,765,A61,A75,4,Male,A101,4,A124,72,A143,A152,2,A173,1,A191,A201
A11,43,A31,A41,5398,A61,A73,1,Male,A101,4,A124,33,A141,A152,1,A173,2,A192,A201
A11,38,A33,A41,4509,A61,A75,3,Male,A101,2,A123,37,A143,A152,2,A173,2,A192,A201
A11,23,A32,A41,3608,A61,A75,4,Female,A101,4,A124,43,A143,A151,1,A174,1,A192,A201
A12,18,A32,A41,3873,A65,A75,2,Female,A101,4,A124,47,A143,A151,1,A174,1,A192,A201
A11,35,A32,A41,6894,A61,A75,4,Male,A101,4,A124,60,A141,A153,1,A173,1,A192,A201
A14,13,A32,A41,4092,A61,A73,2,Male,A101,4,A124,30,A143,A153,1,A173,1,A192,A201
A14,27,A34,A41,11808,A61,A75,4,Male,A101,2,A123,27,A143,A152,1,A174,1,A192,A201
A11,7,A34,A40,1561,A61,A75,2,Male,A101,3,A124,54,A143,A151,2,A173,2,A191,A202
A11,26,A34,A41,1787,A61,A75,4,Male,A101,3,A123,62,A143,A152,2,A173,2,A192,A201
A14,27,A32,A41,5733,A61,A75,4,Female,A101,4,A123,52,A143,A151,1,A174,1,A192,A201
A14,13,A34,A41,3753,A65,A75,4,Female,A101,4,A124,34,A143,A151,2,A173,1,A192,A201
A14,12,A34,A42,3065,A61,A75,4,Male,A101,4,A124,68,A143,A152,2,A173,1,A192,A201
A11,16,A34,A41,1166,A65,A75,4,Male,A101,3,A124,42,A143,A153,2,A173,1,A191,A201
A14,9,A34,A40,1463,A65,A73,3,Male,A101,3,A124,52,A143,A151,3,A173,2,A191,A202
A14,29,A33,A41,13821,A61,A74,4,Male,A101,2,A123,26,A143,A152,1,A174,1,A192,A201
A11,49,A34,A41,2301,A61,A75,3,Male,A101,3,A123,68,A143,A152,2,A173,2,A191,A201
A14,20,A32,A41,7007,A65,A72,4,Female,A101,4,A124,41,A143,A151,1,A173,1,A192,A201
A11,23,A32,A40,1981,A65,A75,4,Female,A101,4,A124,33,A143,A153,1,A173,1,A191,A201
A11,19,A32,A41,4486,A61,A75,4,Male,A101,4,A124,67,A143,A153,3,A174,2,A191,A201
A14,42,A32,A41,13600,A61,A75,4,Male,A101,2,A123,47,A143,A152,1,A174,1,A192,A201
A11,14,A34,A41,6462,A61,A75,2,Male,A101,4,A124,40,A143,A153,1,A174,1,A192,A201
A14,13,A34,A41,1986,A65,A75,2,Male,A101,4,A124,49,A143,A153,2,A173,2,A191,A201
A14,30,A34,A41,11601,A65,A74,4,Male,A101,3,A123,29,A143,A152,1,A174,2,A192,A201
A11,19,A32,A41,13225,A65,A75,4,Female,A101,4,A124,75,A143,A153,1,A174,1,A192,A201
A14,40,A34,A41,15144,A61,A75,4,Male,A101,2,A123,43,A143,A151,1,A174,1,A192,A201
A14,19,A34,A42,991,A61,A73,4,Female,A101,2,A123,30,A143,A152,1,A173,1,A191,A201
A14,14,A32,A43,611,A61,A73,4,Female,A101,3,A123,25,A143,A152,1,A173,1,A191,A201
A14,25,A32,A43,4991,A61,A73,2,Male,A101,2,A123,21,A141,A152,3,A173,1,A192,A201
A11,10,A32,A40,2164,A65,A73,1,Male,A103,2,A121,31,A143,A152,1,A172,2,A191,A202
A11,19,A32,A41,1893,A65,A73,2,Male,A103,2,A122,21,A143,A152,2,A173,1,A191,A201
A11,13,A32,A42,969,A61,A73,4,Female,A101,4,A123,36,A143,A151,1,A173,1,A191,A201
A14,9,A32,A43,905,A61,A73,4,Female,A101,2,A123,38,A143,A152,1,A173,1,A191,A201
A11,9,A32,A40,536,A61,A73,2,Male,A101,3,A121,30,A143,A151,1,A172,1,A191,A202
A14,7,A34,A43,1144,A61,A73,1,Female,A101,2,A123,26,A143,A152,1,A173,1,A191,A201
A14,11,A34,A42,2195,A61,A73,2,Male,A101,1,A123,29,A143,A152,1,A173,1,A191,A201
A12,14,A32,A43,690,A61,A73,4,Male,A101,2,A121,27,A143,A152,1,A173,1,A191,A201
A14,42,A34,A43,739,A61,A75,4,Male,A101,2,A123,27,A141,A152,2,A172,1,A191,A201
A11,11,A32,A42,2939,A63,A75,2,Female,A101,4,A123,20,A143,A151,1,A173,1,A191,A201
A14,41,A32,A43,3555,A61,A73,4,Male,A101,2,A123,28,A143,A152,3,A174,1,A192,A201
