Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A14,8,A32,A40,647,A65,A73,3,Male,A101,2,A121,25,A143,A152,1,A173,1,A191,A202
A11,15,A34,A41,2098,A61,A74,4,Male,A101,3,A122,38,A143,A152,2,A173,1,A192,A201
A14,14,A34,A41,3649,A61,A74,4,Male,A101,3,A122,51,A143,A152,2,A173,1,A191,A201
A11,24,A30,A42,3764,A61,A75,4,Male,A101,4,A122,27,A143,A151,1,A173,1,A191,A201
A11,41,A33,A41,5296,A61,A75,3,Male,A101,2,A123,35,A142,A152,2,A173,1,A191,A201
A12,26,A32,A43,1495,A65,A75,4,Female,A101,4,A123,21,A143,A152,1,A173,1,A192,A201
A11,38,A34,A42,9898,A61,A75,4,Male,A101,4,A124,30,A143,A151,2,A174,1,A192,A201
A14,15,A32,A41,3024,A61,A75,3,Male,A101,4,A124,48,A143,A151,1,A173,1,A191,A201
A11,14,A32,A40,1196,A61,A75,4,Male,A101,3,A124,35,A143,A151,2,A173,2,A191,A201
A11,12,A32,A41,788,A65,A75,4,Male,A101,4,A124,58,A143,A152,2,A173,1,A192,A201
A11,12,A34,A41,1110,A61,A75,2,Male,A101,3,A121,42,A143,A151,2,A173,2,A191,A201
A14,8,A34,A45,1370,A61,A75,4,Male,A101,4,A124,33,A143,A151,2,A173,1,A191,A201
A11,13,A34,A42,1903,A61,A75,4,Male,A101,4,A124,56,A143,A151,2,A173,1,A192,A201
A14,9,A34,A41,605,A65,A75,4,Male,A101,4,A121,67,A143,A152,4,A173,1,A192,A201
A11,53,A32,A41,4713,A61,A74,3,Male,A101,4,A122,28,A143,A151,1,A173,1,A192,A201
A11,24,A32,A40,2661,A61,A75,4,Male,A101,4,A124,32,A143,A153,2,A173,1,A191,A201
A14,29,A34,A41,3496,A61,A74,3,Male,A101,2,A122,55,A143,A152,2,A173,2,A192,A201
A14,17,A34,A41,4565,A65,A75,3,Male,A101,4,A124,23,A143,A151,2,A173,1,A192,A201
A14,15,A34,A41,2511,A61,A75,4,Male,A101,4,A124,60,A143,A153,2,A173,1,A192,A201
A11,57,A32,A40,3527,A61,A74,4,Male,A101,4,A124,59,A142,A153,1,A174,1,A191,A201
A11,13,A34,A41,533,A61,A75,4,Male,A101,4,A124,61,A143,A152,4,A173,2,A192,A201
A11,13,A32,A41,4359,A61,A75,3,Male,A101,4,A124,30,A143,A151,1,A173,1,A192,A201
A11,43,A34,A41,1392,A61,A75,4,Male,A101,4,A122,60,A143,A152,2,A173,2,A192,A201
A14,17,A32,A40,1738,A61,A75,4,Male,A101,4,A122,47,A143,A152,1,A174,1,A192,A202
A12,46,A31,A41,11768,A65,A71,1,Male,A101,2,A124,50,A141,A153,1,A174,1,A192,A201
A14,20,A34,A41,9980,A65,A75,4,Male,A101,4,A124,47,A143,A153,2,A173,1,A192,A201
A14,11,A32,A45,1896,A61,A75,2,Male,A101,4,A124,48,A143,A153,2,A173,2,A191,A201
A11,13,A32,A40,5528,A61,A75,2,Male,A101,4,A124,65,A143,A153,3,A174,1,A192,A201
A11,48,A34,A41,12470,A61,A75,4,Male,A101,4,A124,29,A143,A153,2,A173,2,A192,A201
A11,11,A34,A41,820,A65,A75,4,Female,A101,4,A124,74,A143,A153,2,A173,1,A192,A201
A14,7,A32,A42,671,A65,A73,4,Female,A101,2,A123,31,A143,A152,1,A173,1,A191,A201
A14,12,A32,A43,1131,A61,A73,1,Female,A101,2,A123,28,A141,A152,1,A173,1,A191,A201
A14,10,A34,A43,832,A63,A73,1,Female,A101,2,A124,26,A143,A152,2,A173,1,A191,A201
A11,23,A32,A41,3655,A61,A73,2,Male,A101,3,A123,23,A141,A152,1,A173,1,A191,A201
A11,20,A32,A42,648,A61,A73,4,Male,A101,2,A121,25,A143,A152,1,A173,1,A191,A201
A11,9,A32,A41,1149,A61,A73,1,Female,A101,2,A121,35,A141,A152,1,A172,1,A191,A201
A11,23,A34,A40,2773,A61,A75,4,Male,A101,3,A122,26,A143,A152,1,A173,1,A191,A201
A14,13,A34,A42,2745,A64,A74,2,Male,A101,1,A122,31,A143,A152,2,A173,1,A191,A201
A12,24,A31,A49,1114,A61,A73,4,Male,A101,4,A121,33,A141,A152,1,A173,1,A191,A201
A11,6,A34,A41,432,A61,A73,4,Male,A101,3,A121,33,A143,A152,3,A173,1,A191,A201
A14,23,A34,A43,1807,A61,A75,4,Male,A101,4,A123,53,A143,A152,2,A173,1,A191,A201
A11,15,A32,A40,1802,A65,A75,4,Male,A101,3,A122,21,A143,A151,1,A173,1,A191,A201
A14,60,A34,A41,9064,A61,A75,3,Male,A101,4,A124,42,A143,A153,1,A173,1,A192,A201
A11,24,A32,A46,635,A61,A75,4,Female,A101,4,A124,37,A141,A153,1,A173,1,A191,A201
A11,14,A34,A43,1412,A61,A75,4,Male,A101,4,A121,57,A143,A152,2,A173,1,A191,A201
A14,18,A34,A41,2282,A61,A75,4,Male,A101,4,A121,40,A143,A152,3,A173,1,A192,A201
A11,48,A34,A41,3690,A65,A74,4,Male,A101,3,A123,41,A143,A152,2,A173,2,A192,A201
A14,16,A34,A41,5572,A65,A75,4,Male,A101,4,A124,40,A143,A153,1,A173,1,A192,A201
A11,23,A34,A40,1405,A65,A75,4,Male,A101,3,A124,37,A143,A151,2,A173,1,A191,A201
A11,18,A34,A40,5377,A61,A75,4,Male,A101,4,A124,43,A143,A153,2,A173,1,A192,A201
A11,29,A34,A41,1471,A61,A75,4,Male,A101,4,A121,69,A143,A152,1,A173,1,A192,A201
A12,41,A33,A41,1834,A62,A75,4,Male,A101,4,A124,59,A143,A153,1,A173,1,A191,A201
A11,19,A34,A41,538,A65,A75,4,Male,A101,3,A122,34,A143,A152,2,A173,2,A192,A201
A11,25,A34,A42,9836,A61,A75,4,Male,A101,2,A124,30,A143,A151,1,A174,1,A192,A201
A14,14,A34,A41,393,A65,A75,4,Female,A101,4,A121,53,A143,A152,4,A174,1,A192,A201
A11,20,A34,A41,1272,A65,A75,4,Male,A101,4,A121,69,A143,A151,3,A173,1,A192,A201
A12,37,A34,A41,9721,A61,A75,3,Male,A101,2,A124,32,A143,A153,2,A173,1,A192,A201
A11,16,A34,A41,2010,A61,A75,4,Male,A101,4,A124,41,A143,A153,2,A174,1,A192,A201
A11,6,A30,A40,1973,A61,A75,1,Male,A101,2,A124,39,A143,A151,3,A173,2,A191,A201
A14,37,A32,A41,2335,A65,A75,4,Female,A101,4,A124,42,A143,A153,1,A173,1,A191,A201
A11,45,A32,A40,1089,A62,A75,4,Male,A101,4,A124,50,A143,A153,1,A173,2,A191,A201
A11,42,A34,A41,9719,A61,A75,4,Male,A101,4,A124,70,A143,A153,1,A174,1,A192,A201
A11,17,A34,A41,6336,A61,A75,4,Male,A101,4,A124,67,A143,A153,2,A174,2,A192,A201
A14,31,A32,A41,1152,A65,A75,2,Male,A101,4,A124,54,A143,A153,2,A173,1,A192,A201
A11,31,A32,A41,8083,A61,A75,3,Male,A101,2,A124,27,A143,A152,3,A174,2,A192,A201
A14,19,A34,A41,2944,A65,A75,4,Male,A101,4,A124,70,A143,A153,3,A174,1,A192,A201
A11,18,A32,A42,1701,A61,A73,4,Male,A101,2,A123,24,A143,A152,1,A173,1,A191,A201
A14,17,A32,A43,722,A65,A73,4,Female,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A11,14,A34,A42,447,A61,A73,2,Male,A101,2,A122,36,A143,A152,1,A172,1,A191,A201
A14,8,A34,A42,1254,A62,A73,1,Female,A101,1,A124,24,A143,A152,2,A173,1,A191,A201
A11,25,A32,A42,6071,A61,A73,2,Male,A101,2,A123,35,A143,A152,2,A173,1,A191,A201
A11,17,A32,A43,1663,A61,A73,4,Female,A101,2,A123,27,A143,A152,1,A173,1,A191,A201
A11,26,A32,A40,1194,A65,A74,4,Male,A101,3,A122,29,A143,A152,1,A173,1,A191,A201
A11,13,A34,A42,3113,A61,A73,2,Male,A102,4,A121,23,A143,A151,2,A173,1,A191,A201
A14,12,A34,A42,3348,A61,A75,2,Male,A101,2,A124,24,A143,A152,2,A173,1,A191,A201
A11,24,A32,A43,1326,A61,A72,3,Male,A101,1,A124,30,A143,A152,1,A173,2,A191,A201
A11,43,A30,A41,9485,A61,A75,3,Male,A101,2,A122,31,A143,A152,2,A173,1,A191,A201
A14,15,A34,A41,3257,A65,A75,1,Female,A101,4,A123,37,A143,A152,2,A173,1,A192,A201
A12,13,A32,A41,744,A61,A75,2,Female,A101,4,A124,66,A141,A153,1,A173,1,A192,A201
A11,60,A32,A42,7537,A61,A75,4,Male,A101,4,A124,33,A143,A151,1,A173,1,A192,A201
A11,22,A32,A41,9237,A65,A75,4,Male,A101,3,A124,43,A142,A152,1,A173,1,A192,A201
A14,10,A32,A40,1103,A64,A75,2,Male,A101,4,A124,56,A143,A153,1,A173,2,A191,A202
A11,33,A34,A42,3473,A61,A75,4,Male,A101,4,A124,40,A143,A152,2,A173,2,A191,A201
A14,8,A34,A40,445,A65,A75,4,Female,A101,4,A122,54,A143,A152,2,A173,1,A192,A201
A14,21,A34,A43,2607,A65,A75,4,Male,A101,4,A122,74,A143,A153,2,A173,1,A192,A201
A11,15,A32,A43,1655,A61,A73,4,Male,A101,4,A121,58,A143,A153,1,A173,1,A192,A201
A13,9,A32,A40,399,A61,A72,4,Male,A101,3,A124,36,A143,A151,1,A172,2,A191,A201
A14,14,A34,A42,3326,A61,A75,4,Male,A101,4,A122,66,A143,A152,2,A173,1,A192,A201
A11,7,A34,A40,1277,A61,A75,2,Male,A101,4,A121,61,A143,A153,3,A172,2,A191,A201
A11,19,A32,A41,8342,A61,A75,4,Male,A102,4,A124,70,A143,A153,1,A173,1,A191,A201
A11,10,A34,A41,455,A61,A75,4,Male,A101,3,A124,41,A143,A151,2,A173,1,A191,A201
A13,11,A32,A41,2524,A65,A75,3,Male,A101,4,A124,41,A143,A153,2,A173,1,A192,A201
A11,60,A34,A41,11932,A61,A75,4,Male,A101,4,A124,36,A143,A153,1,A173,1,A192,A201
