Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20
A14,35,A32,A41,7202,A65,A75,4,Male,A101,2,A123,41,A143,A152,1,A174,1,A192,A201
A14,8,A34,A40,1185,A65,A75,2,Male,A101,4,A124,40,A143,A151,2,A173,2,A191,A202
A11,38,A34,A42,7650,A61,A75,4,Male,A101,4,A124,25,A143,A153,1,A173,1,A192,A201
A11,35,A34,A42,9940,A61,A75,4,Male,A101,4,A124,31,A143,A153,1,A173,1,A192,A201
A12,15,A32,A40,6591,A61,A75,4,Male,A101,4,A124,38,A143,A153,1,A173,1,A192,A201
A12,16,A34,A40,766,A65,A75,4,Female,A101,4,A124,31,A143,A152,2,A173,1,A192,A201
A14,44,A34,A41,13910,A65,A75,4,Male,A101,2,A123,44,A143,A152,1,A174,1,A192,A201
A11,25,A32,A41,2681,A61,A75,2,Male,A101,4,A124,33,A143,A153,2,A173,1,A191,A201
A14,20,A32,A41,10905,A61,A75,4,Male,A101,3,A123,33,A143,A152,1,A174,1,A192,A201
A14,15,A34,A42,2315,A61,A75,4,Male,A101,4,A122,62,A143,A152,2,A173,1,A192,A201
A11,12,A34,A40,523,A64,A75,4,Male,A101,4,A121,66,A143,A152,2,A173,1,A192,A201
A11,18,A34,A41,3087,A65,A75,4,Male,A101,4,A122,38,A143,A152,2,A173,1,A192,A201
A11,39,A34,A42,9177,A61,A75,4,Male,A101,4,A124,36,A143,A153,1,A173,1,A192,A201
A11,7,A32,A40,431,A61,A75,4,Male,A101,4,A124,29,A143,A151,1,A173,1,A191,A201
A14,15,A34,A42,3128,A65,A75,4,Male,A101,4,A124,70,A143,A152,2,A173,1,A192,A201
A14,13,A34,A42,2525,A65,A75,4,Male,A101,2,A124,61,A143,A152,2,A173,1,A192,A201
A14,39,A32,A41,10699,A61,A74,4,Male,A101,3,A123,41,A143,A152,1,A174,1,A192,A201
A11,25,A32,A40,3672,A65,A75,4,Male,A101,4,A124,36,A143,A151,1,A173,1,A191,A201
A14,47,A34,A41,14110,A65,A75,4,Male,A101,2,A123,46,A143,A152,1,A174,1,A192,A201
A14,37,A33,A41,8999,A61,A74,4,Male,A101,3,A123,39,A143,A152,1,A174,1,A192,A201
A14,16,A34,A42,1744,A61,A75,4,Male,A101,4,A122,62,A143,A152,2,A173,1,A192,A201
A12,45,A31,A41,6276,A65,A73,4,Male,A101,4,A124,33,A143,A153,1,A173,1,A192,A201
A11,60,A34,A41,6385,A61,A75,3,Male,A101,4,A124,32,A143,A153,1,A173,1,A192,A201
A11,11,A34,A40,976,A61,A75,2,Male,A101,3,A124,43,A143,A151,2,A173,1,A191,A201
A14,29,A34,A41,12300,A61,A74,4,Male,A101,2,A123,33,A143,A152,1,A174,1,A192,A201
A11,11,A32,A40,445,A61,A75,4,Male,A101,4,A124,35,A143,A153,1,A172,2,A191,A201
A13,13,A34,A40,1270,A61,A75,2,Male,A101,4,A124,43,A143,A153,3,A173,2,A191,A202
A11,33,A34,A41,9023,A61,A75,4,Male,A101,4,A124,41,A143,A153,2,A173,1,A192,A201
A12,35,A34,A41,3426,A65,A75,4,Male,A101,4,A122,32,A143,A152,2,A173,2,A192,A201
A12,39,A34,A41,1211,A65,A75,4,Male,A101,4,A122,41,A143,A152,2,A173,2,A192,A201
A14,48,A34,A41,7920,A65,A74,4,Male,A101,3,A123,39,A143,A152,1,A174,1,A192,A201
A11,6,A34,A43,519,A61,A75,3,Male,A101,4,A121,51,A143,A151,2,A173,2,A191,A201
A11,28,A34,A41,1419,A61,A75,3,Male,A101,4,A124,59,A143,A152,2,A173,1,A192,A201
A11,43,A32,A42,5227,A61,A75,3,Male,A101,4,A124,67,A143,A152,1,A173,1,A192,A201
A11,26,A32,A41,2236,A65,A74,4,Male,A101,3,A124,32,A141,A152,2,A173,2,A192,A201
A12,23,A32,A41,4563,A61,A75,4,Female,A101,4,A124,50,A143,A151,1,A174,1,A192,A201
A14,20,A32,A41,2204,A65,A75,4,Female,A101,4,A124,39,A143,A151,1,A173,1,A192,A201
A14,29,A32,A41,5987,A61,A75,4,Female,A101,4,A123,48,A143,A151,1,A174,1,A192,A201
A11,25,A32,A41,1751,A61,A75,2,Female,A101,4,A124,50,A143,A153,1,A173,1,A191,A201
A11,23,A32,A42,1793,A65,A75,4,Male,A101,4,A122,30,A143,A151,1,A173,1,A192,A201
A14,12,A34,A42,2195,A65,A75,4,Female,A101,4,A124,47,A143,A151,3,A173,1,A192,A201
A11,9,A32,A42,4405,A65,A75,4,Female,A101,4,A124,42,A143,A151,1,A173,1,A192,A201
A11,18,A32,A41,3496,A61,A75,4,Male,A101,4,A124,68,A143,A153,2,A173,1,A191,A201
A14,35,A32,A41,15944,A61,A75,4,Male,A101,2,A123,52,A143,A151,1,A174,1,A192,A201
A11,7,A34,A41,1406,A65,A75,4,Male,A101,4,A124,63,A143,A152,1,A174,1,A192,A201
A11,16,A34,A41,5673,A61,A75,4,Male,A101,4,A124,65,A143,A153,3,A174,1,A192,A201
A11,7,A34,A41,571,A65,A75,4,Male,A101,4,A124,56,A143,A152,2,A174,1,A192,A201
A11,45,A32,A40,8079,A61,A75,2,Male,A101,4,A124,65,A143,A153,1,A174,1,A192,A201
A11,10,A34,A40,677,A61,A75,2,Male,A101,4,A124,73,A143,A153,2,A173,2,A191,A201
A14,50,A32,A41,5955,A65,A75,4,Male,A101,4,A123,55,A143,A152,1,A174,1,A192,A201
A11,26,A34,A41,1490,A61,A75,2,Male,A101,4,A124,37,A143,A153,2,A173,1,A191,A201
A11,38,A34,A42,10557,A61,A75,4,Male,A101,4,A124,46,A143,A153,1,A174,1,A192,A201
A11,37,A34,A42,9559,A61,A75,4,Male,A101,4,A124,53,A143,A153,1,A174,1,A192,A201
A11,27,A34,A41,7645,A65,A75,4,Male,A101,4,A124,52,A143,A153,2,A174,1,A192,A201
A11,34,A32,A40,7138,A61,A75,2,Male,A101,4,A124,66,A143,A153,1,A174,1,A192,A201
A14,43,A32,A41,12460,A61,A75,2,Male,A101,2,A123,60,A143,A152,1,A174,1,A192,A201
A14,17,A34,A41,9303,A65,A75,2,Male,A101,4,A124,53,A143,A153,2,A173,1,A192,A201
A11,45,A32,A41,4409,A65,A75,3,Male,A101,2,A124,28,A143,A153,1,A174,1,A192,A201
A11,25,A34,A41,1912,A61,A75,4,Male,A101,4,A124,74,A143,A153,2,A174,1,A191,A201
A14,27,A34,A41,6514,A65,A75,4,Male,A101,3,A123,53,A143,A152,3,A174,1,A192,A201
A11,41,A32,A40,9649,A61,A75,4,Male,A101,4,A124,60,A141,A153,1,A174,1,A191,A201
A11,15,A34,A40,659,A61,A75,2,Male,A101,4,A124,75,A143,A153,2,A173,2,A191,A201
A11,40,A34,A42,9714,A61,A75,4,Male,A101,4,A124,48,A143,A153,1,A174,1,A192,A201
A14,17,A34,A41,2500,A65,A75,4,Male,A101,4,A124,57,A143,A153,2,A173,1,A192,A201
A14,20,A34,A41,3129,A65,A75,4,Male,A101,4,A124,58,A143,A153,2,A173,1,A192,A201
A14,40,A34,A41,15905,A61,A75,2,Male,A101,2,A123,38,A143,A152,3,A174,1,A192,A201
A11,20,A32,A40,9123,A61,A75,2,Male,A101,4,A124,59,A141,A153,3,A173,2,A191,A201
A14,49,A34,A41,11971,A65,A75,4,Male,A101,2,A123,49,A143,A152,1,A174,1,A192,A201
A14,35,A32,A41,15944,A65,A75,4,Male,A101,2,A123,54,A143,A152,1,A174,1,A192,A201
A11,8,A34,A41,2138,A65,A75,4,Male,A101,4,A124,71,A143,A152,2,A174,1,A192,A201
A11,37,A32,A41,6162,A61,A75,3,Male,A101,4,A124,32,A143,A153,1,A173,2,A192,A201
A14,14,A34,A41,2346,A61,A75,4,Male,A101,4,A124,69,A143,A152,2,A173,2,A192,A201
A11,8,A32,A40,1225,A61,A75,2,Male,A101,4,A124,65,A141,A153,3,A173,2,A191,A201
A14,60,A33,A41,8766,A61,A74,3,Male,A101,2,A123,34,A143,A152,1,A174,2,A192,A201
A14,13,A31,A40,5145,A61,A75,1,Male,A101,4,A124,39,A141,A153,3,A174,2,A192,A201
A11,46,A34,A41,6650,A61,A75,2,Male,A101,4,A124,65,A143,A152,2,A173,2,A192,A201
A11,36,A34,A41,8488,A61,A75,2,Male,A101,4,A124,62,A143,A152,2,A173,2,A192,A201
A14,23,A32,A41,15102,A65,A75,4,Female,A101,4,A124,73,A143,A153,1,A174,1,A192,A201
A14,8,A32,A40,2326,A65,A75,4,Female,A101,4,A124,62,A143,A153,1,A174,1,A192,A201
A11,19,A32,A41,8150,A61,A75,4,Female,A101,4,A124,74,A143,A153,1,A174,1,A191,A201
A14,27,A32,A41,15471,A61,A75,4,Male,A101,4,A123,52,A143,A151,1,A174,1,A192,A201
